"Date","Plot","Grazed","total_mass"
"1998",82,"pre",1040.942
"1998",96,"pre",1123
"1998",100,"pre",617.3
"1998",101,"pre",1446.326
"1998",102,"pre",340.838
"1998",103,"pre",1695.7
"1998",104,"pre",802.396
"1998",105,"pre",464.6
"1998",106,"pre",432.6
"1998",107,"pre",1230.5
"1998",108,"pre",872.75
"1998",109,"pre",1584.35
"1998",110,"pre",1181.946
"1998",111,"pre",518.55
"1998",112,"pre",873.23
"1998",113,"pre",371.05
"1998",114,"pre",189
"1998",115,"pre",535
"1998",116,"pre",1082.3
"1998",117,"pre",812.6
"1998",118,"pre",555.026
"1998",120,"pre",557.85
"1998",121,"pre",1016.98
"1998",122,"pre",562.47
"1998",123,"pre",682.75
"1998",124,"pre",898.05
"1998",125,"pre",1431.65
"1998",126,"pre",1456.9
"1998",127,"pre",1683.35
"1998",128,"pre",583.07
"1998",129,"pre",1036.682
"1998",130,"pre",332.63
"1998",131,"pre",1012.47
"1998",132,"pre",737.99
"1998",133,"pre",240.61
"1998",135,"pre",500.08
"1998",136,"pre",618.85
"1998",137,"pre",665.326
"1998",138,"pre",1322.85
"1998",139,"pre",1057.676
"1998",140,"pre",910.9
"1998",141,"pre",1048.748
"1998",142,"pre",842.65
"1998",143,"pre",742.3
"1998",144,"pre",458.2
"1998",145,"pre",1440
"1998",146,"pre",1321.216
"1998",147,"pre",499.4
"1999",68,"pre",997.15
"1999",69,"pre",746.7
"1999",70,"pre",804.122
"1999",71,"pre",693.2
"1999",72,"pre",1197.4
"1999",73,"pre",952.55
"1999",74,"pre",1756.3
"1999",75,"pre",1407.75
"1999",76,"pre",1713.75
"1999",77,"pre",575.6
"1999",78,"pre",810.9
"1999",79,"pre",148.5
"1999",80,"pre",1186
"1999",81,"pre",893.3
"1999",82,"pre",822.2
"1999",83,"pre",583.7
"1999",84,"pre",1312.15
"1999",85,"pre",1878.85
"1999",86,"pre",1436.8
"1999",87,"pre",1634.1
"1999",88,"pre",1451.2
"1999",89,"pre",1421.3
"1999",90,"pre",178.45
"1999",91,"pre",569
"1999",92,"pre",214.8
"1999",93,"pre",893.65
"1999",94,"pre",1523
"1999",95,"pre",994.65
"1999",96,"pre",679.35
"1999",97,"pre",289.05
"1999",98,"pre",522.05
"1999",99,"pre",1083.7
"1999",100,"pre",861
"1999",101,"pre",466.1
"1999",102,"pre",535.2
"1999",103,"pre",468.95
"1999",104,"pre",1031.75
"1999",105,"pre",238.55
"1999",106,"pre",286.75
"1999",107,"pre",1222.65
"1999",108,"pre",690.9
"1999",109,"pre",904.2
"1999",110,"pre",1030.7
"1999",111,"pre",1091.75
"1999",112,"pre",327.75
"1999",113,"pre",317.65
"1999",114,"pre",187.4
"1999",115,"pre",1574.25
"1999",116,"pre",869.5
"1999",118,"pre",814.15
"1999",119,"pre",341.8
"1999",120,"pre",573.2
"1999",121,"pre",867.35
"1999",122,"pre",631.75
"1999",123,"pre",846.75
"1999",124,"pre",809.5
"1999",125,"pre",806.9
"1999",126,"pre",1384.5
