"Year","WATERSHED","PLOT","DBH_mean","DBH_sd","n_trees"
2008,"WS08",3,46.6972972972973,45.6964774139982,37
2008,"WS08",4,38.3052631578947,35.7100557218636,38
2008,"WS08",5,35.3369565217391,38.3475878348772,46
2008,"WS08",6,42.88,47.0804541892564,25
2008,"WS08",7,33.9075471698113,28.2461151110719,53
2008,"WS08",8,46.0473684210526,46.9902504945044,38
2008,"WS08",9,32.7675675675676,28.6485122170812,37
2008,"WS08",10,23.2662162162162,25.6672718266103,74
2008,"WS08",11,23.6705128205128,26.9391141736486,78
2008,"WS08",12,18.5375,19.5341400266886,80
2008,"WS08",13,43.6323529411765,25.037253704905,34
2008,"WS08",14,39.1791666666667,26.429295144668,48
2008,"WS08",15,24.1340425531915,27.4677897509905,94
2008,"WS08",16,26.8268817204301,23.6882338238286,93
2008,"WS08",17,24.7988764044944,26.4727969054257,89
2008,"WS08",18,33.834,24.832809189556,50
2008,"WS08",19,30.1779411764706,19.4838612556476,68
2008,"WS08",20,38.8934782608696,21.2866197115456,46
2008,"WS08",21,44.9976744186047,19.6387431511831,43
2008,"WS08",22,46.8238095238095,15.7661850176767,42
2014,"WS06",4,20.7346153846154,8.89066667051205,26
2014,"WS06",6,21.2769230769231,7.63021927298594,26
2014,"WS06",14,24.864,6.93348637651603,25
2014,"WS06",18,23.0454545454545,10.6172244275731,22
2014,"WS06",19,23.0947368421053,9.76606788177028,19
2014,"WS06",21,17.9354838709677,6.51437120972274,31
2014,"WS06",23,24.3428571428571,10.1929667628503,21
2014,"WS06",25,24.6592592592593,5.46606730089301,27
2014,"WS06",38,21.7684210526316,8.03209206396295,19
2014,"WS06",39,22.0894736842105,11.6351428743958,19
2014,"WS06",41,19.2896551724138,11.7764700273647,29
2014,"WS06",43,25.9142857142857,12.1055064212236,21
2014,"WS06",45,15.059375,8.66989077488218,32
2014,"WS06",54,19.27,7.13733022625552,30
2014,"WS06",56,24.8533333333333,12.6729107416831,15
2014,"WS06",58,21.9894736842105,12.4446728780204,19
2014,"WS06",60,22.0615384615385,9.41751886318586,26
2014,"WS06",65,23.778947368421,6.65629017023817,19
2014,"WS06",66,18.9638888888889,14.3643239168191,36
2014,"WS06",67,15.9769230769231,8.1922126545969,39
2014,"WS06",68,17.6344827586207,9.56721618945467,29
2014,"WS06",69,14.8366666666667,8.31465193388209,30
2014,"WS07",1,16.6537037037037,7.8730664104277,54
2014,"WS07",3,17.3176470588235,10.5229650820312,17
2014,"WS07",14,21.2631578947368,11.0230168549629,19
2014,"WS07",18,26.9875,8.87459858247121,16
2014,"WS07",19,22.6944444444444,9.11162620096675,18
2014,"WS07",20,27.2222222222222,8.70743615793102,9
2014,"WS07",22,24.725,8.8720159302532,16
2014,"WS07",24,17.5472222222222,7.49870412085071,36
2014,"WS07",26,18.8933333333333,9.12850531003857,30
2014,"WS07",39,19.4565217391304,8.98538338773065,23
2014,"WS07",41,24.78,5.2102036641788,10
2014,"WS07",43,18.4,8.94124612975961,18
2014,"WS07",45,25.5125,5.90489909594849,16
2014,"WS07",47,16.1551724137931,9.57211673138245,29
2014,"WS07",49,12.9294117647059,6.84614533020976,17
2014,"WS07",59,16.99,6.90086951043128,20
2014,"WS07",61,19.6166666666667,7.30166025121975,12
2014,"WS07",63,16.8925925925926,10.7350226944666,27
2014,"WS07",65,22.1444444444444,16.2426896578203,18
2014,"WS07",66,18.3457142857143,6.2768642816365,35
2014,"WS07",67,17.4888888888889,8.3308663014919,27
2014,"WS07",68,15.028,7.40008558509067,25
2014,"WS07",69,18.7428571428571,6.10103576146193,14
2014,"WS07",70,12.3352941176471,7.7436536029832,34
2014,"WS08",1,25.3777777777778,21.0105767868843,63
2014,"WS08",2,36.2017857142857,41.4043936670381,56
2014,"WS08",3,37.5846153846154,41.6948219583398,39
2014,"WS08",4,37.0525,35.9006605717385,40
2014,"WS08",5,33.6913043478261,37.2971004299676,46
2014,"WS08",6,43.304347826087,49.534097331222,23
2014,"WS08",7,34.2314814814815,29.2478918709687,54
2014,"WS08",8,47.5621621621622,47.8365582615044,37
2014,"WS08",9,33.5027027027027,29.1774407384892,37
2014,"WS08",10,23.1405405405405,26.097850218077,74
2014,"WS08",11,24.158024691358,27.0154810441973,81
2014,"WS08",12,19.7350649350649,20.3202502460358,77
2014,"WS08",13,46.0870967741935,25.3402675852155,31
2014,"WS08",14,40.1276595744681,26.7104498531914,47
2014,"WS08",15,25.6886363636364,28.7581569910421,88
2014,"WS08",16,28.6284090909091,24.3647896923052,88
2014,"WS08",17,26.1402298850575,27.2157762890627,87
2014,"WS08",18,31.2859649122807,26.0298279355798,57
2014,"WS08",19,29.3324324324324,20.4322274857544,74
2014,"WS08",20,39.3276595744681,23.2621048631503,47
2014,"WS08",21,46.880487804878,20.8316732346707,41
2014,"WS08",22,48.2785714285714,16.6711600795269,42
