"source","site_abbr","Treatment","trend_class","n_total","record_years","n_timepoints","window_years","n_windows","p_same_sign","p_opposite_sign","p_any","directional","window_bin"
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,3,3,22,0.0454545454545455,0,0.0454545454545455,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,4,4.00068446269678,21,0.0476190476190476,0,0.0476190476190476,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,5,5,20,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,6,5.99931553730322,19,0,0,0,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,7,7,18,0.0555555555555556,0,0.0555555555555556,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,8,8.00068446269678,17,0.0588235294117647,0.0588235294117647,0.117647058823529,FALSE,8
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,9,9,16,0.0625,0.0625,0.125,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,10,9.99931553730322,15,0,0.0666666666666667,0.0666666666666667,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,11,11,14,0.142857142857143,0.0714285714285714,0.214285714285714,FALSE,11
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,12,12.0006844626968,13,0.0769230769230769,0.0769230769230769,0.153846153846154,FALSE,12
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,13,13,12,0.0833333333333333,0,0.0833333333333333,FALSE,13
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,14,13.9993155373032,11,0.0909090909090909,0,0.0909090909090909,FALSE,14
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,15,15,10,0,0,0,FALSE,15
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,16,16.0006844626968,9,0,0,0,FALSE,16
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,17,17,8,0,0,0,FALSE,17
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,18,17.9993155373032,7,0,0,0,FALSE,18
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,19,19,6,0,0,0,FALSE,19
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,20,20.0006844626968,5,0,0,0,FALSE,20
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,21,21,4,0,0,0,FALSE,21
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,22,21.9993155373032,3,0,0,0,FALSE,22
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,23,23,2,0,0,0,FALSE,23
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M","stable",24,24.0006844626968,24,24.0006844626968,1,0,0,0,FALSE,24
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb","stable",5,5,3,3.00136892539357,3,0,0.333333333333333,0.333333333333333,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb","stable",5,5,4,4.00068446269678,2,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb","stable",5,5,5,5,1,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTamb","variable",10,10.0020533880903,3,3,8,0.125,0,0.125,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTamb","variable",10,10.0020533880903,4,4.00068446269678,7,0.142857142857143,0,0.142857142857143,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTamb","variable",10,10.0020533880903,5,5,6,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTamb","variable",10,10.0020533880903,6,5.99931553730322,5,0,0,0,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTamb","variable",10,10.0020533880903,7,7,4,0,0,0,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTamb","variable",10,10.0020533880903,8,8.00068446269678,3,0,0,0,FALSE,8
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTamb","variable",10,10.0020533880903,9,9,2,0,0,0,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTamb","variable",10,10.0020533880903,10,10.0020533880903,1,0,0,0,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTelv","stable",10,10.0020533880903,3,3,8,0,0,0,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTelv","stable",10,10.0020533880903,4,4.00068446269678,7,0.142857142857143,0,0.142857142857143,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTelv","stable",10,10.0020533880903,5,5,6,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTelv","stable",10,10.0020533880903,6,5.99931553730322,5,0,0,0,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTelv","stable",10,10.0020533880903,7,7,4,0,0,0,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTelv","stable",10,10.0020533880903,8,8.00068446269678,3,0,0,0,FALSE,8
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTelv","stable",10,10.0020533880903,9,9,2,0,0,0,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oamb HTelv","stable",10,10.0020533880903,10,10.0020533880903,1,0,0,0,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg","stable",5,5,3,3.00136892539357,3,0,0,0,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg","stable",5,5,4,4.00068446269678,2,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg","stable",5,5,5,5,1,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTamb","stable",9,10.0020533880903,3,3.00136892539357,7,0,0,0,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTamb","stable",9,10.0020533880903,4,4.00068446269678,6,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTamb","stable",9,10.0020533880903,5,5,5,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTamb","stable",9,10.0020533880903,6,6.00068446269678,4,0,0,0,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTamb","stable",9,10.0020533880903,7,7.00136892539357,3,0,0,0,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTamb","stable",9,10.0020533880903,8,8.50034223134839,2,0.5,0,0.5,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTamb","stable",9,10.0020533880903,9,10.0020533880903,1,0,0,0,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTelv","stable",9,10.0020533880903,3,3.00136892539357,7,0,0.142857142857143,0.142857142857143,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTelv","stable",9,10.0020533880903,4,4.00068446269678,6,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTelv","stable",9,10.0020533880903,5,5,5,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTelv","stable",9,10.0020533880903,6,6.00068446269678,4,0,0,0,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTelv","stable",9,10.0020533880903,7,7.00136892539357,3,0,0,0,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTelv","stable",9,10.0020533880903,8,8.50034223134839,2,0,0,0,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb M H2Oneg HTelv","stable",9,10.0020533880903,9,10.0020533880903,1,0,0,0,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,3,3.00136892539356,21,0,0.0952380952380952,0.0952380952380952,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,4,4.00068446269678,20,0,0.1,0.1,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,5,5,19,0.0526315789473684,0.0526315789473684,0.105263157894737,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,6,5.99931553730322,18,0,0.0555555555555556,0.0555555555555556,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,7,7.00136892539357,17,0,0,0,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,8,8.00068446269678,16,0,0,0,FALSE,8
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,9,9,15,0,0,0,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,10,9.99931553730322,14,0,0,0,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,11,11.0013689253936,13,0,0,0,FALSE,11
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,12,12.0006844626968,12,0,0.0833333333333333,0.0833333333333333,FALSE,12
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,13,13,11,0,0,0,FALSE,13
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,14,13.9993155373032,10,0,0,0,FALSE,14
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,15,15.0013689253936,9,0,0,0,FALSE,15
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,16,16.0006844626968,8,0,0,0,FALSE,16
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,17,17,7,0,0,0,FALSE,17
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,18,17.9993155373032,6,0,0,0,FALSE,18
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,19,19.0013689253936,5,0,0,0,FALSE,19
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,20,20.0006844626968,4,0,0,0,FALSE,20
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,21,21,3,0,0,0,FALSE,21
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,22,22.5003422313484,2,0,0,0,FALSE,23
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Namb S","stable",23,24.0006844626968,23,24.0006844626968,1,0,0,0,FALSE,24
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,3,3,22,0,0,0,TRUE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,4,4.00068446269678,21,0,0,0,TRUE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,5,5,20,0.05,0,0.05,TRUE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,6,5.99931553730322,19,0.0526315789473684,0,0.0526315789473684,TRUE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,7,7,18,0,0,0,TRUE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,8,8.00068446269678,17,0.0588235294117647,0,0.0588235294117647,TRUE,8
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,9,9,16,0.125,0,0.125,TRUE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,10,9.99931553730322,15,0.133333333333333,0,0.133333333333333,TRUE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,11,11,14,0.142857142857143,0,0.142857142857143,TRUE,11
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,12,12.0006844626968,13,0,0,0,TRUE,12
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,13,13,12,0,0,0,TRUE,13
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,14,13.9993155373032,11,0,0,0,TRUE,14
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,15,15,10,0.1,0,0.1,TRUE,15
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,16,16.0006844626968,9,0,0,0,TRUE,16
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,17,17,8,0,0,0,TRUE,17
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,18,17.9993155373032,7,0,0,0,TRUE,18
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,19,19,6,0,0,0,TRUE,19
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,20,20.0006844626968,5,0.2,0,0.2,TRUE,20
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,21,21,4,0.25,0,0.25,TRUE,21
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,22,21.9993155373032,3,0.333333333333333,0,0.333333333333333,TRUE,22
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,23,23,2,0.5,0,0.5,TRUE,23
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M","decreasing",24,24.0006844626968,24,24.0006844626968,1,1,0,1,TRUE,24
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb","stable",5,5,3,3.00136892539357,3,0,0,0,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb","stable",5,5,4,4.00068446269678,2,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb","stable",5,5,5,5,1,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTamb","variable",10,10.0020533880903,3,3,8,0,0,0,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTamb","variable",10,10.0020533880903,4,4.00068446269678,7,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTamb","variable",10,10.0020533880903,5,5,6,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTamb","variable",10,10.0020533880903,6,5.99931553730322,5,0,0,0,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTamb","variable",10,10.0020533880903,7,7,4,0,0,0,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTamb","variable",10,10.0020533880903,8,8.00068446269678,3,0,0,0,FALSE,8
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTamb","variable",10,10.0020533880903,9,9,2,0,0,0,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTamb","variable",10,10.0020533880903,10,10.0020533880903,1,0,0,0,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTelv","decreasing",10,10.0020533880903,3,3,8,0,0,0,TRUE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTelv","decreasing",10,10.0020533880903,4,4.00068446269678,7,0,0,0,TRUE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTelv","decreasing",10,10.0020533880903,5,5,6,0,0,0,TRUE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTelv","decreasing",10,10.0020533880903,6,5.99931553730322,5,0,0,0,TRUE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTelv","decreasing",10,10.0020533880903,7,7,4,0,0,0,TRUE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTelv","decreasing",10,10.0020533880903,8,8.00068446269678,3,0.333333333333333,0,0.333333333333333,TRUE,8
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTelv","decreasing",10,10.0020533880903,9,9,2,0.5,0,0.5,TRUE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oamb HTelv","decreasing",10,10.0020533880903,10,10.0020533880903,1,1,0,1,TRUE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg","stable",5,5,3,3.00136892539357,3,0.333333333333333,0,0.333333333333333,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg","stable",5,5,4,4.00068446269678,2,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg","stable",5,5,5,5,1,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTamb","variable",9,10.0020533880903,3,3.00136892539357,7,0,0,0,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTamb","variable",9,10.0020533880903,4,4.00068446269678,6,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTamb","variable",9,10.0020533880903,5,5,5,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTamb","variable",9,10.0020533880903,6,6.00068446269678,4,0,0,0,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTamb","variable",9,10.0020533880903,7,7.00136892539357,3,0,0,0,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTamb","variable",9,10.0020533880903,8,8.50034223134839,2,0,0,0,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTamb","variable",9,10.0020533880903,9,10.0020533880903,1,0,0,0,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTelv","stable",9,10.0020533880903,3,3.00136892539357,7,0,0,0,FALSE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTelv","stable",9,10.0020533880903,4,4.00068446269678,6,0,0,0,FALSE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTelv","stable",9,10.0020533880903,5,5,5,0,0,0,FALSE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTelv","stable",9,10.0020533880903,6,6.00068446269678,4,0,0,0,FALSE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTelv","stable",9,10.0020533880903,7,7.00136892539357,3,0,0,0,FALSE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTelv","stable",9,10.0020533880903,8,8.50034223134839,2,0,0,0,FALSE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich M H2Oneg HTelv","stable",9,10.0020533880903,9,10.0020533880903,1,0,0,0,FALSE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,3,3.00136892539356,21,0.0952380952380952,0.0476190476190476,0.142857142857143,TRUE,3
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,4,4.00068446269678,20,0.05,0.05,0.1,TRUE,4
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,5,5,19,0,0,0,TRUE,5
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,6,5.99931553730322,18,0.0555555555555556,0,0.0555555555555556,TRUE,6
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,7,7.00136892539357,17,0.117647058823529,0,0.117647058823529,TRUE,7
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,8,8.00068446269678,16,0.0625,0,0.0625,TRUE,8
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,9,9,15,0.2,0,0.2,TRUE,9
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,10,9.99931553730322,14,0.285714285714286,0,0.285714285714286,TRUE,10
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,11,11.0013689253936,13,0.153846153846154,0,0.153846153846154,TRUE,11
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,12,12.0006844626968,12,0.166666666666667,0,0.166666666666667,TRUE,12
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,13,13,11,0.181818181818182,0,0.181818181818182,TRUE,13
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,14,13.9993155373032,10,0.2,0,0.2,TRUE,14
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,15,15.0013689253936,9,0.222222222222222,0,0.222222222222222,TRUE,15
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,16,16.0006844626968,8,0.25,0,0.25,TRUE,16
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,17,17,7,0.142857142857143,0,0.142857142857143,TRUE,17
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,18,17.9993155373032,6,0,0,0,TRUE,18
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,19,19.0013689253936,5,0.4,0,0.4,TRUE,19
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,20,20.0006844626968,4,0.75,0,0.75,TRUE,20
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,21,21,3,1,0,1,TRUE,21
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,22,22.5003422313484,2,1,0,1,TRUE,23
"CDR_Biomass_1998-2021_gm2_processed.csv","CDR","Cenrich Nenrich S","decreasing",23,24.0006844626968,23,24.0006844626968,1,1,0,1,TRUE,24
"GCE_vegetation_cover_2010-2014.csv","GCE","Disturbed (March-2010)","increasing",5,5,3,3.00136892539357,3,0,0,0,TRUE,3
"GCE_vegetation_cover_2010-2014.csv","GCE","Disturbed (March-2010)","increasing",5,5,4,4.00068446269678,2,0.5,0,0.5,TRUE,4
"GCE_vegetation_cover_2010-2014.csv","GCE","Disturbed (March-2010)","increasing",5,5,5,5,1,1,0,1,TRUE,5
"HBR_litterfall_2011-2021.csv","HBR","Ca","stable",6,7.00136892539357,3,3.49965776865161,4,0,0,0,FALSE,3
"HBR_litterfall_2011-2021.csv","HBR","Ca","stable",6,7.00136892539357,4,5,3,0,0,0,FALSE,5
"HBR_litterfall_2011-2021.csv","HBR","Ca","stable",6,7.00136892539357,5,6.00068446269678,2,0,0,0,FALSE,6
"HBR_litterfall_2011-2021.csv","HBR","Ca","stable",6,7.00136892539357,6,7.00136892539357,1,0,0,0,FALSE,7
"HBR_litterfall_2011-2021.csv","HBR","N","increasing",11,11.0013689253936,3,3.00136892539357,9,0,0,0,TRUE,3
