"source","Treatment","min_n_for_detection","final_n","final_slope","final_p","time_to_detect","detected","total_duration_yr","meas_density_per_yr","median_interval_days","detect_density_per_yr","trend_class","slope","p_value","cv","mean_ratio","site_abbr"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Namb M",24,24,-5.8243085840738e-06,0.541970605928252,NA,FALSE,23.0006844626968,1.04344720866564,365,NA,"stable",-5.8243085840738e-06,0.541970605928252,0.104932306914151,1.09486097727815,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Namb M H2Oamb",4,5,-0.000532685158555808,0.0034717435624088,3.00068446269678,TRUE,4,1.25,365,1.33302919708029,"decreasing",-0.000532685158555808,0.0034717435624088,0.187629378821338,1.67384153010108,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Namb M H2Oamb HTamb",10,10,0.000123054423186223,0.73298192319567,NA,FALSE,9.00205338809035,1.11085766423358,365,NA,"variable",0.000123054423186223,0.73298192319567,0.721346840401395,1.52197294929765,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Namb M H2Oamb HTelv",10,10,-0.00015372770687138,0.38064118563372,NA,FALSE,9.00205338809035,1.11085766423358,365,NA,"stable",-0.00015372770687138,0.38064118563372,0.250411606272674,2.17810816279023,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Namb M H2Oneg",5,5,-0.000299046935227427,0.275884730722976,NA,FALSE,4,1.25,365,NA,"stable",-0.000299046935227427,0.275884730722976,0.187883064671693,1.51020188709859,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Namb M H2Oneg HTamb",9,9,0.000117806933649025,0.26434012125347,NA,FALSE,9.00205338809035,0.999771897810219,365,NA,"stable",0.000117806933649025,0.26434012125347,0.167568160662916,1.80779016371519,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Namb M H2Oneg HTelv",3,9,-1.24729323240577e-05,0.925813829460705,2.00136892539357,TRUE,9.00205338809035,0.999771897810219,365,1.49897400820793,"stable",-1.24729323240577e-05,0.925813829460705,0.23875107225344,1.53606469322309,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Namb S",3,23,3.17601073855587e-05,0.0572117292295663,1.99863107460643,TRUE,23.0006844626968,0.9999702416379,365,1.50102739726027,"stable",3.17601073855587e-05,0.0572117292295663,0.169880003455422,1.16499855239718,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Nenrich M",4,24,-2.37490113508291e-05,0.108978845436117,3.00068446269678,TRUE,23.0006844626968,1.04344720866564,365,1.33302919708029,"stable",-2.37490113508291e-05,0.108978845436117,0.141835829892465,1.2889102961972,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Nenrich M H2Oamb",5,5,-0.000105565574063636,0.743019763902606,NA,FALSE,4,1.25,365,NA,"stable",-0.000105565574063636,0.743019763902606,0.19654307292407,1.52642531630063,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Nenrich M H2Oamb HTamb",10,10,-0.000121149216806965,0.475207718101637,NA,FALSE,9.00205338809035,1.11085766423358,365,NA,"variable",-0.000121149216806965,0.475207718101637,0.301775504001568,1.73395151696241,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Nenrich M H2Oamb HTelv",10,10,-0.000490278567023008,0.0414573933110562,9.00205338809035,TRUE,9.00205338809035,1.11085766423358,365,1.11085766423358,"decreasing",-0.000490278567023008,0.0414573933110562,0.384171762328957,2.16776009782748,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Nenrich M H2Oneg",5,5,-0.000297457705770613,0.391756211464737,NA,FALSE,4,1.25,365,NA,"stable",-0.000297457705770613,0.391756211464737,0.19117029676531,1.79990150065912,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Nenrich M H2Oneg HTamb",9,9,3.37609455826205e-05,0.878581866214137,NA,FALSE,9.00205338809035,0.999771897810219,365,NA,"variable",3.37609455826205e-05,0.878581866214137,0.325986658493216,1.85707009707673,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Nenrich M H2Oneg HTelv",9,9,0.000279014111367296,0.322422474892289,NA,FALSE,9.00205338809035,0.999771897810219,365,NA,"variable",0.000279014111367296,0.322422474892289,0.30588407398175,2.61939295388948,"CDR"
"CDR_Biomass_1998-2021_gm2_processed.csv","Cenrich Nenrich S",23,23,-1.93304823079139e-05,0.21230723357654,NA,FALSE,23.0006844626968,0.9999702416379,365,NA,"stable",-1.93304823079139e-05,0.21230723357654,0.128940462279876,1.38965099507584,"CDR"
"GCE1.csv","Disturbed (March-2010)",4,11,5.12200078195894e-05,0.137643133893252,3.00068446269678,TRUE,9.99863107460643,1.10015060240964,365,1.33302919708029,"stable",5.12200078195894e-05,0.137643133893252,0.152038425620968,0.854988232880457,"GCE"
"HBR_litterfall_2009-2022_processed.csv","Ca",6,6,1.44497386639916e-05,0.420160346416697,NA,FALSE,6.00136892539357,0.999771897810219,366,NA,"stable",1.44497386639916e-05,0.420160346416697,0.0311029855055678,0.980833087644809,"HBR"
"HBR_litterfall_2009-2022_processed.csv","N",9,13,3.20640331064951e-05,9.9345335487252e-06,8,TRUE,12,1.08333333333333,365,1.125,"increasing",3.20640331064951e-05,9.9345335487252e-06,0.0494690701245415,1.00481401205327,"HBR"
"HBR_litterfall_2009-2022_processed.csv","NP",13,13,1.91868238947144e-05,0.0150703881695628,12,TRUE,12,1.08333333333333,365,1.08333333333333,"increasing",1.91868238947144e-05,0.0150703881695628,0.0422258068083238,0.986486702855478,"HBR"
"HBR_litterfall_2009-2022_processed.csv","P",6,13,1.38411375231038e-06,0.798179437279302,4.99931553730322,TRUE,12,1.08333333333333,365,1.20016429353779,"stable",1.38411375231038e-06,0.798179437279302,0.0260153637899509,0.961058251628583,"HBR"
"HFR_soil-respiration_1991-2021_Processed.csv","H",8,31,-2.37218400638251e-05,0.000123760310534308,7.00068446269678,TRUE,30.0013689253936,1.03328618361015,365,1.14274540477122,"decreasing",-2.37218400638251e-05,0.000123760310534308,0.120648154732585,1.02803866395126,"HFR"
"KBS_Biomass_1990-2022_processed.csv","T1",33,33,4.2540189446363e-05,0.111651820384935,NA,FALSE,32,1.03125,365,NA,"variable",4.2540189446363e-05,0.111651820384935,0.347105473981248,1.53413832117576,"KBS"
"KBS_Biomass_1990-2022_processed.csv","T2",33,33,5.27567540150367e-05,0.0457117672655067,32,TRUE,32,1.03125,365,1.03125,"increasing",5.27567540150367e-05,0.0457117672655067,0.333543500938588,1.59509945760054,"KBS"
"KBS_Biomass_1990-2022_processed.csv","T21",3,3,3.59574230692525e-05,0.795680514186678,NA,FALSE,9.99863107460643,0.300041073384447,1826,NA,"stable",3.59574230692525e-05,0.795680514186678,0.190841489549256,1.20134826946894,"KBS"
"KBS_Biomass_1990-2022_processed.csv","T3",25,33,6.08543750209255e-05,0.00144840950461797,24,TRUE,32,1.03125,365,1.04166666666667,"increasing",6.08543750209255e-05,0.00144840950461797,0.287878998741348,1.40397300290801,"KBS"
"KBS_Biomass_1990-2022_processed.csv","T6",31,31,0.000145641677871056,0.0345763478536327,32,TRUE,32,0.96875,365,0.96875,"increasing",0.000145641677871056,0.0345763478536327,1.25486716303251,1.04808826140865,"KBS"
"KNZ_Biomass_1986-2021_processed.csv","b m c",8,34,0.000312306284628358,0.000191561674462154,7.00068446269678,TRUE,33.9986310746064,1.00004026413271,365,1.14274540477122,"increasing",0.000312306284628358,0.000191561674462154,1.21076773986799,1.59996397281867,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","b m n",7,36,0.00029143272567878,0.00027664596257747,5.99863107460643,TRUE,35.0006844626968,1.02855131414268,365,1.16693290734824,"increasing",0.00029143272567878,0.00027664596257747,0.797091254746178,2.4643621094552,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","b m n+p",4,36,0.000236343787894598,0.00224526639223287,3.00068446269678,TRUE,35.0006844626968,1.02855131414268,365,1.33302919708029,"increasing",0.000236343787894598,0.00224526639223287,0.764736403608802,2.41179775142094,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","b m p",8,34,0.000232786347025866,0.000308949101807106,7.00068446269678,TRUE,33.9986310746064,1.00004026413271,365,1.14274540477122,"increasing",0.000232786347025866,0.000308949101807106,1.07027389666176,1.38562368254687,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","b u c",30,36,7.13662153998601e-05,0.0435862444028357,28.9993155373032,TRUE,35.0006844626968,1.02855131414268,365,1.03450717522659,"increasing",7.13662153998601e-05,0.0435862444028357,0.596943742230765,1.35994537716772,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","b u n",8,36,0.00012363617855112,0.161573682021214,7.00068446269678,TRUE,35.0006844626968,1.02855131414268,365,1.14274540477122,"variable",0.00012363617855112,0.161573682021214,0.625563617499852,3.1911099986464,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","b u n+p",6,36,0.000113022189291394,0.197652567598356,4.99931553730322,TRUE,35.0006844626968,1.02855131414268,365,1.20016429353779,"variable",0.000113022189291394,0.197652567598356,0.61734582078933,3.20477078382357,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","b u p",32,36,8.61990281861142e-05,0.0162160112767635,31.0006844626968,TRUE,35.0006844626968,1.02855131414268,365,1.03223527333745,"increasing",8.61990281861142e-05,0.0162160112767635,0.605578157388392,1.37624482399472,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","u m c",7,36,0.000123377120791193,0.00646110554685699,5.99863107460643,TRUE,35.0006844626968,1.02855131414268,365,1.16693290734824,"increasing",0.000123377120791193,0.00646110554685699,1.01161771410624,1.05329354274766,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","u m n",7,36,4.72196453745057e-05,0.127196710227469,5.99863107460643,TRUE,35.0006844626968,1.02855131414268,365,1.16693290734824,"variable",4.72196453745057e-05,0.127196710227469,0.530922798322808,1.32148643803723,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","u m n+p",6,36,6.43353169353436e-05,0.0635540416584071,4.99931553730322,TRUE,35.0006844626968,1.02855131414268,365,1.20016429353779,"variable",6.43353169353436e-05,0.0635540416584071,0.565368048909538,1.40148866504641,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","u m p",5,36,0.000115683251177054,0.00370086328022891,4,TRUE,35.0006844626968,1.02855131414268,365,1.25,"increasing",0.000115683251177054,0.00370086328022891,0.821833173657729,1.14892029194654,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","u u n",7,36,-3.88746543106509e-05,0.353859523865009,5.99863107460643,TRUE,35.0006844626968,1.02855131414268,365,1.16693290734824,"variable",-3.88746543106509e-05,0.353859523865009,0.582479133103889,1.61373190283535,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","u u n+p",5,36,-5.726440496626e-05,0.281278113483574,4,TRUE,35.0006844626968,1.02855131414268,365,1.25,"variable",-5.726440496626e-05,0.281278113483574,0.67510006935271,1.76879624920356,"KNZ"
"KNZ_Biomass_1986-2021_processed.csv","u u p",29,36,0.000143681302015755,0.0472904613785212,28,TRUE,35.0006844626968,1.02855131414268,365,1.03571428571429,"increasing",0.000143681302015755,0.0472904613785212,1.05204153253769,1.57888218476846,"KNZ"
"LUQ_GHG_fluxes_2003-2010.csv","No trim + debris",7,7,1.73511652678429e-05,0.703728425462934,NA,FALSE,6.00136892539357,1.16640054744526,365,NA,"stable",1.73511652678429e-05,0.703728425462934,0.0707003585000921,1.09233334731748,"LUQ"
"LUQ_GHG_fluxes_2003-2010.csv","Trim & clear",4,7,1.92405408024704e-05,0.705766573307672,3.00068446269678,TRUE,6.00136892539357,1.16640054744526,365,1.33302919708029,"stable",1.92405408024704e-05,0.705766573307672,0.090800527520271,0.949887645658153,"LUQ"
"LUQ_GHG_fluxes_2003-2010.csv","Trim + debris",3,7,1.02697883036994e-05,0.821047797022465,2.00136892539357,TRUE,6.00136892539357,1.16640054744526,365,1.49897400820793,"stable",1.02697883036994e-05,0.821047797022465,0.0785304764472038,0.973482812169709,"LUQ"
"MCM_CO2flux_2003-2010_processed.csv","C",5,5,0.000161471806886591,0.0504527401572323,NA,FALSE,7.00068446269678,0.71421587798201,365.5,NA,"stable",0.000161471806886591,0.0504527401572323,0.128132492189294,1.41725196281887,"MCM"
"MCM_CO2flux_2003-2010_processed.csv","CN",5,5,0.000471917009495652,0.213601773959698,NA,FALSE,7.00068446269678,0.71421587798201,365.5,NA,"variable",0.000471917009495652,0.213601773959698,0.3967834245569,1.74556296348589,"MCM"
"MCM_CO2flux_2003-2010_processed.csv","CP",4,5,0.00034366068856307,0.159834841133461,6.00136892539357,TRUE,7.00068446269678,0.71421587798201,365.5,0.666514598540146,"variable",0.00034366068856307,0.159834841133461,0.381184700882784,1.21588418083665,"MCM"
"MCM_CO2flux_2003-2010_processed.csv","N",5,5,0.00017167187246439,0.344689362651278,NA,FALSE,7.00068446269678,0.71421587798201,365.5,NA,"stable",0.00017167187246439,0.344689362651278,0.291337789911342,1.07177305027405,"MCM"
"MCM_CO2flux_2003-2010_processed.csv","P",4,5,0.000132542139487022,0.169288152712569,6.00136892539357,TRUE,7.00068446269678,0.71421587798201,365.5,0.666514598540146,"stable",0.000132542139487022,0.169288152712569,0.172373336203257,1.05254533860649,"MCM"
"NTL_NutrientAddition1.csv","added",4,4,-0.000580484438111794,0.602039581631616,NA,FALSE,5.99863107460643,0.666818804198996,365,NA,"variable",-0.000580484438111794,0.602039581631616,0.355351618463118,3.94229099266968,"NTL"
"NWT_AbovegroundBiomass_2006-2019_gm2_processed.csv","N",6,13,6.96148326485385e-05,0.00591492232321076,4.99931553730322,TRUE,12.9993155373032,1.00005265374895,365,1.20016429353779,"increasing",6.96148326485385e-05,0.00591492232321076,0.124054437798823,1.15378866441336,"NWT"
"PIE-PlantShoot_2004-2020_Processed.csv","Enriched",17,17,-1.96661123855542e-05,0.214796660555927,NA,FALSE,16,1.0625,365,NA,"stable",-1.96661123855542e-05,0.214796660555927,0.104563595158616,1.09368047715881,"PIE"
"SBC_algal_biomass_2008-2024_processed_corrected.csv","ANNUAL",16,16,-3.3733921909345e-05,0.154468688748437,NA,FALSE,15.0006844626968,1.06661799598467,365,NA,"stable",-3.3733921909345e-05,0.154468688748437,0.212096224691453,0.741028115839782,"SBC"
"SBC_algal_biomass_2008-2024_processed_corrected.csv","CONTINUAL",14,14,-8.70125817700501e-05,0.409113670089004,NA,FALSE,12.9993155373032,1.0769797809604,365,NA,"variable",-8.70125817700501e-05,0.409113670089004,0.479732037073847,1.15610214939413,"SBC"
"SEV_Aboveground_Biomass_2004-2023_gm2_processed_compactv.csv","F",20,20,-4.18185873360962e-05,0.299923891233045,NA,FALSE,19.0006844626968,1.05259365994236,365,NA,"stable",-4.18185873360962e-05,0.299923891233045,0.278440770314672,1.33021312844564,"SEV"
"VCR_flora manipulation and inundation_live_dead_biomass_1994-2014_gm2_processed.csv","Inside Juncus",6,16,0.000562475839786072,0.00373356264278491,5.99863107460643,TRUE,19.0006844626968,0.84207492795389,365,1.00022820629849,"increasing",0.000562475839786072,0.00373356264278491,0.839399971614125,2.08756629382626,"VCR"
