"Date","Plot","Grazed","total_mass"
"21-07-2005",73,"ug",248.66
"21-07-2005",74,"ug",447.12
"21-07-2005",75,"ug",594
"21-07-2005",76,"ug",372.8
"21-07-2005",77,"ug",154.4
"21-07-2005",78,"ug",396.5
"21-07-2005",79,"ug",130.62
"21-07-2005",80,"ug",477.24
"21-07-2005",81,"ug",252.9
"21-07-2005",82,"ug",312.2
"21-07-2005",83,"ug",468.1
"21-07-2005",84,"ug",670.6
"21-07-2005",85,"ug",543.6
"21-07-2005",86,"ug",169.5
"21-07-2005",87,"ug",513.8
"21-07-2005",88,"ug",516.7
"21-07-2005",89,"ug",448.6
"21-07-2005",90,"ug",203.4
"21-07-2005",91,"ug",284.34
"21-07-2005",92,"ug",116.56
"21-07-2005",93,"ug",200.6
"21-07-2005",94,"ug",202.52
"21-07-2005",95,"ug",286.8
"21-07-2005",96,"ug",210.6
"21-07-2005",97,"ug",136.84
"21-07-2005",98,"ug",137.1
"21-07-2005",99,"ug",204.08
"21-07-2005",100,"ug",365.5
"21-07-2005",101,"ug",157.8
"21-07-2005",102,"ug",234.24
"21-07-2005",103,"ug",38.1
"21-07-2005",104,"ug",228.9
"21-07-2005",105,"ug",67.4
"21-07-2005",106,"ug",343.3
"21-07-2005",107,"ug",327.31
"21-07-2005",108,"ug",232.8
"21-07-2005",109,"ug",357.5
"21-07-2005",110,"ug",338.5
"21-07-2005",111,"ug",195.5
"21-07-2005",112,"ug",283.8
"21-07-2005",113,"ug",411
"21-07-2005",114,"ug",189.86
"21-07-2005",115,"ug",229.81
"21-07-2005",116,"ug",260.8
"21-07-2005",117,"ug",245.08
"21-07-2005",118,"ug",318.86
"21-07-2005",119,"ug",144.9
"21-07-2005",120,"ug",214.1
"21-07-2005",121,"ug",360.8
"21-07-2005",122,"ug",629.9
"21-07-2005",123,"ug",414.8
"21-07-2005",124,"ug",316.8
"21-07-2005",125,"ug",643.3
"21-07-2005",126,"ug",148.7
"21-07-2005",127,"ug",228.02
"21-07-2005",128,"ug",399.1
"21-07-2005",129,"ug",297.6
"21-07-2005",130,"ug",234.1
"21-07-2005",131,"ug",384.5
"21-07-2005",132,"ug",269.5
"21-07-2005",133,"ug",509
"21-07-2005",134,"ug",546.1
"21-07-2005",135,"ug",300.54
"21-07-2005",136,"ug",367.9
"21-07-2005",137,"ug",381.8
"21-07-2005",138,"ug",479.9
"21-07-2005",139,"ug",660.3
"21-07-2005",140,"ug",320.6
"21-07-2005",141,"ug",235.9
"21-07-2005",142,"ug",286.6
"21-07-2005",143,"ug",332.9
"21-07-2005",144,"ug",355.2
"21-07-2005",145,"ug",349
"21-07-2005",146,"ug",350.4
"21-07-2005",147,"ug",274.04
"22-07-1997",18,"pre",323.33
"22-07-1997",29,"pre",967.3
"22-07-1997",34,"pre",1170.92
"22-07-1997",37,"pre",1294.46
"22-07-1997",40,"pre",223.4
"22-07-1997",41,"pre",813
"22-07-1997",42,"pre",672.7
"22-07-1997",47,"pre",567.5
"22-07-1997",57,"pre",901
"22-07-1997",58,"pre",449.5
"22-07-1997",60,"pre",624.54
"22-07-1997",61,"pre",758.4
"22-07-1997",62,"pre",640.8
"22-07-1997",64,"pre",174.85
"22-07-1997",65,"pre",245.26
"22-07-1997",66,"pre",148.58
"22-07-1997",67,"pre",985.64
"22-07-1997",68,"pre",351.3
"22-07-1997",69,"pre",337.42
"22-07-1997",70,"pre",652.8
"22-07-1997",71,"pre",693.57
"22-07-1997",72,"pre",1800.47
"22-07-1997",73,"pre",298.7
"22-07-1997",74,"pre",1219.43
"22-07-1997",75,"pre",628.51
"22-07-1997",76,"pre",205.1
"22-07-1997",77,"pre",267.02
"22-07-1997",78,"pre",1215.45
"22-07-1997",79,"pre",212.6
"22-07-1997",80,"pre",812.8
"22-07-1997",81,"pre",532.2
"22-07-1997",82,"pre",641.25
"22-07-1997",83,"pre",474
"22-07-1997",85,"pre",1639.72
"22-07-1997",86,"pre",1525.4
"22-07-1997",87,"pre",1425.79
"22-07-1997",88,"pre",844.2
"22-07-1997",89,"pre",1327.9
"22-07-1997",90,"pre",96.1
"22-07-1997",92,"pre",399.3
"22-07-1997",93,"pre",844.6
"22-07-1997",94,"pre",857.02
"22-07-1997",95,"pre",657.66
"22-07-1997",96,"pre",710.46
"22-07-1998",81,"pre",1274.85
"22-07-1998",82,"pre",1040.942
"22-07-1998",96,"pre",1123
"22-07-1998",100,"pre",617.3
"22-07-1998",101,"pre",1446.326
"22-07-1998",102,"pre",340.838
"22-07-1998",103,"pre",1695.7
"22-07-1998",104,"pre",802.396
"22-07-1998",105,"pre",464.6
"22-07-1998",106,"pre",432.6
"22-07-1998",107,"pre",1230.5
"22-07-1998",108,"pre",872.75
"22-07-1998",109,"pre",1584.35
"22-07-1998",110,"pre",1181.946
"22-07-1998",111,"pre",518.55
"22-07-1998",112,"pre",873.23
"22-07-1998",113,"pre",371.05
"22-07-1998",114,"pre",189
"22-07-1998",115,"pre",535
"22-07-1998",116,"pre",1082.3
"22-07-1998",117,"pre",812.6
"22-07-1998",118,"pre",555.026
"22-07-1998",120,"pre",557.85
"22-07-1998",121,"pre",1016.98
"22-07-1998",122,"pre",562.47
"22-07-1998",123,"pre",682.75
"22-07-1998",124,"pre",898.05
"22-07-1998",125,"pre",1431.65
"22-07-1998",126,"pre",1456.9
"22-07-1998",127,"pre",1683.35
"22-07-1998",128,"pre",583.07
"22-07-1998",129,"pre",1036.682
"22-07-1998",130,"pre",332.63
"22-07-1998",131,"pre",1012.47
"22-07-1998",132,"pre",737.99
"22-07-1998",133,"pre",240.61
"22-07-1998",135,"pre",500.08
"22-07-1998",136,"pre",618.85
"22-07-1998",137,"pre",665.326
"22-07-1998",138,"pre",1322.85
"22-07-1998",139,"pre",1057.676
"22-07-1998",140,"pre",910.9
"22-07-1998",141,"pre",1048.748
"22-07-1998",142,"pre",842.65
"22-07-1998",143,"pre",742.3
"22-07-1998",144,"pre",458.2
"22-07-1998",145,"pre",1440
"22-07-1998",146,"pre",1321.216
"22-07-1998",147,"pre",499.4
"22-07-1999",68,"pre",997.15
"22-07-1999",69,"pre",746.7
"22-07-1999",70,"pre",804.122
"22-07-1999",71,"pre",693.2
"22-07-1999",72,"pre",1197.4
"22-07-1999",73,"pre",952.55
"22-07-1999",74,"pre",1756.3
"22-07-1999",75,"pre",1407.75
"22-07-1999",76,"pre",1713.75
"22-07-1999",77,"pre",575.6
"22-07-1999",78,"pre",810.9
"22-07-1999",79,"pre",148.5
"22-07-1999",80,"pre",1186
"22-07-1999",81,"pre",893.3
"22-07-1999",82,"pre",822.2
"22-07-1999",83,"pre",583.7
"22-07-1999",84,"pre",1312.15
"22-07-1999",85,"pre",1878.85
"22-07-1999",86,"pre",1436.8
"22-07-1999",87,"pre",1634.1
"22-07-1999",88,"pre",1451.2
"22-07-1999",89,"pre",1421.3
"22-07-1999",90,"pre",178.45
"22-07-1999",91,"pre",569
"22-07-1999",92,"pre",214.8
"22-07-1999",93,"pre",893.65
"22-07-1999",94,"pre",1523
"22-07-1999",95,"pre",994.65
"22-07-1999",96,"pre",679.35
"22-07-1999",97,"pre",289.05
"22-07-1999",98,"pre",522.05
"22-07-1999",99,"pre",1083.7
"22-07-1999",100,"pre",861
"22-07-1999",101,"pre",466.1
"22-07-1999",102,"pre",535.2
"22-07-1999",103,"pre",468.95
"22-07-1999",104,"pre",1031.75
"22-07-1999",105,"pre",238.55
"22-07-1999",106,"pre",286.75
"22-07-1999",107,"pre",1222.65
"22-07-1999",108,"pre",690.9
"22-07-1999",109,"pre",904.2
"22-07-1999",110,"pre",1030.7
"22-07-1999",111,"pre",1091.75
"22-07-1999",112,"pre",327.75
"22-07-1999",113,"pre",317.65
"22-07-1999",114,"pre",187.4
"22-07-1999",115,"pre",1574.25
"22-07-1999",116,"pre",869.5
"22-07-1999",118,"pre",814.15
"22-07-1999",119,"pre",341.8
"22-07-1999",120,"pre",573.2
"22-07-1999",121,"pre",867.35
"22-07-1999",122,"pre",631.75
"22-07-1999",123,"pre",846.75
"22-07-1999",124,"pre",809.5
"22-07-1999",125,"pre",806.9
"22-07-1999",126,"pre",1384.5
"22-07-1999",127,"pre",1294.732
"22-07-1999",128,"pre",615.29
"22-07-1999",129,"pre",903.25
"22-07-1999",130,"pre",93.25
"22-07-1999",131,"pre",961.526
"22-07-1999",132,"pre",437.65
"22-07-1999",133,"pre",460.772
"22-07-1999",134,"pre",435.5
"22-07-1999",135,"pre",581.876
"22-07-1999",136,"pre",569.65
"22-07-1999",137,"pre",603.85
"22-07-1999",138,"pre",1460.35
"22-07-1999",139,"pre",936.9
"22-07-1999",140,"pre",541.65
"22-07-1999",141,"pre",792.15
"22-07-1999",142,"pre",515.386
"22-07-1999",143,"pre",707.35
"22-07-1999",144,"pre",485.5
"22-07-1999",145,"pre",959.3
"22-07-1999",146,"pre",983.25
"22-07-1999",147,"pre",594.85
"23-07-1996",1,"pre",351.9
"23-07-1996",2,"pre",440.8
"23-07-1996",3,"pre",167.7
"23-07-1996",4,"pre",144.8
"23-07-1996",5,"pre",1368.6
"23-07-1996",6,"pre",229
"23-07-1996",7,"pre",374.5
"23-07-1996",8,"pre",607.5
"23-07-1996",9,"pre",406.7
"23-07-1996",10,"pre",133.2
"23-07-1996",11,"pre",172.6
"23-07-1996",12,"pre",55.4
"23-07-1996",13,"pre",324.7
"23-07-1996",14,"pre",1161.4
"23-07-1996",15,"pre",805.3
"23-07-1996",16,"pre",631.8
"23-07-1996",17,"pre",1030.1
"23-07-1996",18,"pre",729.4
"23-07-1996",19,"pre",361.1
"23-07-1996",20,"pre",47.4
"23-07-1996",21,"pre",340.7
"23-07-1996",22,"pre",41.6
"23-07-1996",23,"pre",106.7
"23-07-1996",24,"pre",331.8
"23-07-1996",25,"pre",570.3
"23-07-1996",26,"pre",604.4
"23-07-1996",27,"pre",389.6
"23-07-1996",28,"pre",663.4
"23-07-1996",29,"pre",856.3
"23-07-1996",30,"pre",510.2
"23-07-1996",31,"pre",272.4
"23-07-1996",32,"pre",1173.3
"23-07-1996",33,"pre",1609.9
"23-07-1996",34,"pre",522.8
"23-07-1996",35,"pre",100
"23-07-1996",36,"pre",141.1
"23-07-1996",37,"pre",276.8
"23-07-1996",38,"pre",291.2
"23-07-1996",39,"pre",620
"23-07-1996",40,"pre",547.8
"23-07-1996",41,"pre",580.7
"23-07-1996",42,"pre",587.8
"23-07-1996",43,"pre",87.9
"23-07-1996",44,"pre",174.7
"23-07-1996",45,"pre",564.7
"23-07-1996",46,"pre",348.6
"23-07-1996",47,"pre",310.9
"23-07-1996",48,"pre",606.4
"23-07-1996",49,"pre",257.4
"23-07-1996",50,"pre",392.1
"23-07-1996",51,"pre",695.1
"23-07-1996",52,"pre",311
"23-07-1996",53,"pre",139.1
"23-07-1996",55,"pre",1210.5
"23-07-1996",56,"pre",107
"23-07-1996",57,"pre",774.3
"23-07-1996",58,"pre",329.7
"23-07-1996",59,"pre",200.5
"23-07-1996",60,"pre",643.8
"23-07-1996",61,"pre",52.5
"23-07-1996",63,"pre",87.9
"23-07-1996",64,"pre",259.5
"23-07-1997",59,"pre",353.73
"23-07-1997",63,"pre",333.93
"23-07-1997",84,"pre",691.8
"23-07-1997",91,"pre",818.85
"23-07-1997",97,"pre",732.6
"23-07-1997",98,"pre",921.3
"23-07-1997",99,"pre",717.17
"23-07-1997",100,"pre",715.53
"23-07-1997",101,"pre",487.07
"23-07-1997",102,"pre",392.3
"23-07-1997",103,"pre",621.2
"23-07-1997",104,"pre",133.2
"23-07-1997",105,"pre",141.4
"23-07-1997",106,"pre",387.72
"23-07-1997",107,"pre",412.31
"23-07-1997",108,"pre",210.9
"23-07-1997",109,"pre",881.14
"23-07-1997",110,"pre",156.2
"23-07-1997",111,"pre",387.38
"23-07-1997",112,"pre",143.14
"23-07-1997",113,"pre",370
"23-07-1997",114,"pre",304.26
"23-07-1997",115,"pre",472.09
"23-07-1997",116,"pre",518
"23-07-1997",117,"pre",1421.72
"23-07-1997",118,"pre",389.9
"23-07-1997",119,"pre",785.36
"23-07-1997",120,"pre",123.5
"23-07-1997",121,"pre",259.47
"23-07-1997",122,"pre",402.9
"23-07-1997",123,"pre",365.45
"23-07-1997",124,"pre",636.5
"23-07-1997",125,"pre",748.78
"23-07-1997",126,"pre",485.7
"23-07-1997",127,"pre",1649.41
"23-07-1997",128,"pre",875.01
"23-07-1997",129,"pre",368.7
"23-07-1997",130,"pre",83.96
"23-07-1997",131,"pre",927.29
"23-07-1997",132,"pre",554.7
"23-07-1997",133,"pre",283.71
"23-07-1997",134,"pre",899.05
"23-07-1997",135,"pre",579.3
"23-07-1997",136,"pre",1303.96
"23-07-1997",137,"pre",1031.75
"23-07-1997",138,"pre",790.8
"23-07-1997",139,"pre",734.5
"23-07-1997",140,"pre",1070.5
"23-07-1997",141,"pre",398.96
"23-07-1997",142,"pre",511.36
"23-07-1997",143,"pre",594.8
"23-07-1997",144,"pre",544
"23-07-1997",145,"pre",955.8
"23-07-1997",146,"pre",859.57
"23-07-1997",147,"pre",279.8
"23-07-1998",99,"pre",566.75
"23-07-2001",36,"pre",96.2
"24-07-1996",54,"pre",520.2
"24-07-1996",62,"pre",408.1
"24-07-1996",65,"pre",200.8
"24-07-1996",66,"pre",78.8
"24-07-1996",67,"pre",558.5
"24-07-1996",68,"pre",1052.6
"24-07-1996",69,"pre",154.1
"24-07-1996",70,"pre",1262
"24-07-1996",71,"pre",1117.7
"24-07-1996",72,"pre",761.4
"24-07-1996",73,"pre",821.4
"24-07-1996",74,"pre",856.2
"24-07-1996",75,"pre",855
"24-07-1996",76,"pre",996.8
"24-07-1996",77,"pre",754.8
"24-07-1996",78,"pre",1411.6
"24-07-1996",79,"pre",224
"24-07-1996",80,"pre",2149.4
"24-07-1996",81,"pre",1711.8
"24-07-1996",82,"pre",1073.4
"24-07-1996",83,"pre",642.4
"24-07-1996",84,"pre",566.5
"24-07-1996",85,"pre",1207.6
"24-07-1996",86,"pre",1452.2
"24-07-1996",87,"pre",762.6
"24-07-1996",88,"pre",1256.9
"24-07-1996",89,"pre",687.8
"24-07-1996",90,"pre",16.4
"24-07-1996",91,"pre",412.9
"24-07-1996",92,"pre",719.2
"24-07-1996",93,"pre",863.1
"24-07-1996",94,"pre",780.2
"24-07-1996",95,"pre",609.1
"24-07-1996",96,"pre",312.3
"24-07-1996",97,"pre",441.2
"24-07-1996",98,"pre",762
"24-07-1996",99,"pre",974.1
"24-07-1996",100,"pre",586.6
"24-07-1996",101,"pre",748.7
"24-07-1996",102,"pre",382.1
"24-07-1996",103,"pre",966.7
"24-07-1996",104,"pre",303.5
"24-07-1996",105,"pre",155.2
"24-07-1996",106,"pre",364.8
"24-07-1996",107,"pre",622
"24-07-1996",108,"pre",198.1
"24-07-1996",109,"pre",545.3
"24-07-1996",110,"pre",1157.9
"24-07-1996",111,"pre",493.4
"24-07-1996",112,"pre",18.9
"24-07-1996",113,"pre",251.9
"24-07-1996",114,"pre",60.1
"24-07-1996",115,"pre",524.1
"24-07-1996",116,"pre",946.3
"24-07-1996",117,"pre",940.7
"24-07-1999",117,"pre",944.55
"24-07-2001",2,"pre",888.132
"24-07-2001",3,"pre",210.968
"24-07-2001",4,"pre",326.7
"24-07-2001",5,"pre",684
"24-07-2001",6,"pre",240.032
"24-07-2001",7,"pre",680.432
"24-07-2001",40,"pre",600.966
"24-08-2004",4,"ug",104.934
"24-08-2004",5,"ug",143.316
"24-08-2004",7,"ug",162.3
"24-08-2004",16,"ug",74.896
"24-08-2004",22,"ug",81.292
"24-08-2004",26,"ug",173.462
"24-08-2004",38,"ug",78.332
"24-08-2004",53,"ug",67.998
"24-08-2004",84,"ug",124.704
"24-08-2004",87,"ug",95.766
"25-07-1996",118,"pre",481.6
"25-07-1996",119,"pre",154.8
"25-07-1996",120,"pre",357.6
"25-07-1996",121,"pre",609.6
"25-07-1996",122,"pre",308
"25-07-1996",123,"pre",771.2
"25-07-1996",124,"pre",496.7
"25-07-1996",125,"pre",363.6
"25-07-1996",126,"pre",882.7
"25-07-1996",127,"pre",2286.7
"25-07-1996",128,"pre",717.6
"25-07-1996",129,"pre",613.8
"25-07-1996",130,"pre",234
"25-07-1996",131,"pre",463.3
"25-07-1996",132,"pre",131
"25-07-1996",133,"pre",183.6
"25-07-1996",134,"pre",140.5
"25-07-1996",135,"pre",378.4
"25-07-1996",136,"pre",785.3
"25-07-1996",137,"pre",468.8
"25-07-1996",138,"pre",730.4
"25-07-1996",139,"pre",1380.8
"25-07-1996",140,"pre",542.6
"25-07-1996",141,"pre",616.2
"25-07-1996",142,"pre",1138.7
"25-07-1996",143,"pre",749.2
"25-07-1996",144,"pre",526.4
"25-07-1996",145,"pre",616.8
"25-07-1996",146,"pre",465.4
"25-07-1996",147,"pre",145.1
"25-07-2001",1,"pre",494.534
"25-07-2001",8,"pre",333.768
"25-07-2001",9,"pre",494.5
"25-07-2001",10,"pre",473.734
"25-07-2001",11,"pre",168.4
"25-07-2001",12,"pre",247.368
"25-07-2001",13,"pre",470.266
"25-07-2001",14,"pre",428.5
"25-07-2001",15,"pre",344.732
"25-07-2001",16,"pre",428.8
"25-07-2001",17,"pre",410.1
"25-07-2001",18,"pre",356
"25-07-2001",19,"pre",504.466
"25-07-2001",20,"pre",252.3
"25-07-2001",21,"pre",110.966
"25-07-2001",22,"pre",114.6
"25-07-2001",23,"pre",143.066
"25-07-2001",24,"pre",570.5
"25-07-2001",25,"pre",144.332
"25-07-2001",26,"pre",693.366
"25-07-2001",27,"pre",237.132
"25-07-2001",28,"pre",493.866
"25-07-2001",29,"pre",636.966
"25-07-2001",30,"pre",392.668
"25-07-2001",31,"pre",676.6
"25-07-2001",32,"pre",903.866
"25-07-2001",33,"pre",567.634
"25-07-2001",34,"pre",762.368
"25-07-2001",35,"pre",424.666
"25-07-2001",37,"pre",213.366
"25-07-2001",38,"pre",293.158
"25-07-2001",39,"pre",95.966
"25-07-2001",41,"pre",312
"25-07-2001",42,"pre",270.9
"25-07-2001",43,"pre",118.334
"25-07-2001",44,"pre",362.5
"25-07-2001",45,"pre",575.654
"25-07-2001",46,"pre",557.534
"25-07-2001",47,"pre",291.366
"25-07-2001",48,"pre",383.132
"25-07-2001",49,"pre",188.466
"25-07-2001",50,"pre",374.866
"25-07-2001",51,"pre",271.8
"25-07-2001",52,"pre",269.5
"25-07-2001",61,"pre",366.736
"25-07-2001",62,"pre",416.732
"25-07-2001",63,"pre",128.968
"25-07-2001",64,"pre",114.334
"25-07-2001",65,"pre",213.032
"25-07-2001",77,"pre",105.032
"25-07-2001",78,"pre",333.632
"25-07-2001",91,"pre",241.032
"25-08-2003",1,"g",135.454
"25-08-2003",1,"ug",174.008
"25-08-2003",2,"g",87.382
"25-08-2003",2,"ug",156.102
"25-08-2003",3,"g",48.23
"25-08-2003",3,"ug",43.48
"25-08-2003",4,"g",175.184
"25-08-2003",4,"ug",91.754
"25-08-2003",5,"g",64.1
"25-08-2003",5,"ug",360.382
"25-08-2003",6,"g",68.334
"25-08-2003",6,"ug",183.604
"25-08-2003",7,"g",115.974
"25-08-2003",7,"ug",114.598
"25-08-2003",8,"g",31.434
"25-08-2003",8,"ug",86.058
"25-08-2003",9,"g",88.064
"25-08-2003",9,"ug",121.266
"25-08-2003",10,"g",38.272
"25-08-2003",10,"ug",149.796
"25-08-2003",11,"g",55.898
"25-08-2003",11,"ug",53.936
"25-08-2003",12,"g",49.828
"25-08-2003",12,"ug",51.712
"25-08-2003",13,"g",130.526
"25-08-2003",13,"ug",179.298
"25-08-2003",14,"g",100.668
"25-08-2003",15,"g",34.998
"25-08-2003",15,"ug",146.498
"25-08-2003",16,"g",41.032
"25-08-2003",16,"ug",162.202
"25-08-2003",17,"g",64.074
"25-08-2003",17,"ug",122.51
"25-08-2003",18,"g",83.568
"25-08-2003",18,"ug",135.832
"25-08-2003",19,"g",78.5
"25-08-2003",19,"ug",149
"25-08-2003",20,"g",24.02
"25-08-2003",20,"ug",151.43
"25-08-2003",21,"g",30.92
"25-08-2003",21,"ug",93.166
"25-08-2003",22,"g",27.424
"25-08-2003",22,"ug",135.398
"25-08-2003",23,"g",39.71
"25-08-2003",24,"g",120.376
"25-08-2003",24,"ug",112.576
"25-08-2003",25,"g",126.832
"25-08-2003",25,"ug",81.346
"25-08-2003",26,"g",107.142
"25-08-2003",26,"ug",174.604
"25-08-2003",27,"g",95.628
"25-08-2003",28,"g",177.004
"25-08-2003",28,"ug",127.81
"25-08-2003",29,"g",47.862
"25-08-2003",29,"ug",73.252
"25-08-2003",30,"g",182.138
"25-08-2003",31,"g",166.4
"25-08-2003",32,"g",205.502
"25-08-2003",32,"ug",234.754
"25-08-2003",33,"g",43.374
"25-08-2003",34,"g",89.202
"25-08-2003",35,"g",39.196
"25-08-2003",35,"ug",183.74
"25-08-2003",36,"g",13.798
"25-08-2003",36,"ug",86.1
"25-08-2003",37,"g",30.434
"25-08-2003",37,"ug",92.068
"25-08-2003",38,"g",33.794
"25-08-2003",38,"ug",142.784
"25-08-2003",39,"g",110.568
"25-08-2003",39,"ug",216.82
"25-08-2003",40,"g",191.5
"25-08-2003",40,"ug",115.834
"25-08-2003",41,"g",82.098
"25-08-2003",41,"ug",234.302
"25-08-2003",42,"g",55.666
"25-08-2003",43,"g",54.334
"25-08-2003",43,"ug",70.67
"25-08-2003",44,"g",47.308
"25-08-2003",44,"ug",177.43
"25-08-2003",45,"g",59.134
"25-08-2003",46,"g",49.864
"25-08-2003",46,"ug",190.388
"25-08-2003",47,"g",83.832
"25-08-2003",47,"ug",54.766
"25-08-2003",48,"g",45.214
"25-08-2003",48,"ug",112.8
"25-08-2003",49,"g",13.752
"25-08-2003",49,"ug",52.966
"25-08-2003",50,"g",31.136
"25-08-2003",51,"g",103.998
"25-08-2003",51,"ug",148.842
"25-08-2003",52,"g",79.21
"25-08-2003",53,"g",29.768
"25-08-2003",53,"ug",67.19
"25-08-2003",54,"g",53.054
"25-08-2003",54,"ug",107.136
"25-08-2003",55,"g",39.138
"25-08-2003",56,"g",171.064
"25-08-2003",56,"ug",196.1
"25-08-2003",57,"g",81.066
"25-08-2003",57,"ug",163.15
"25-08-2003",58,"g",102.3
"25-08-2003",58,"ug",108.778
"25-08-2003",59,"g",39.34
"25-08-2003",59,"ug",115.176
"25-08-2003",60,"g",57.95
"25-08-2003",60,"ug",170.796
"25-08-2003",61,"g",85.12
"25-08-2003",62,"g",39.316
"25-08-2003",62,"ug",148.866
"25-08-2003",63,"g",47.39
"25-08-2003",63,"ug",73.19
"25-08-2003",64,"g",37.634
"25-08-2003",64,"ug",43.868
"25-08-2003",65,"g",41.124
"25-08-2003",65,"ug",118.61
"25-08-2003",66,"g",59.246
"25-08-2003",66,"ug",203.636
"25-08-2003",67,"g",41.5
"25-08-2003",68,"g",55.346
"25-08-2003",68,"ug",127.824
"25-08-2003",69,"g",46.976
"25-08-2003",70,"g",108.044
"25-08-2003",70,"ug",109.532
"25-08-2003",71,"g",56.7
"25-08-2003",71,"ug",18.132
"25-08-2003",72,"g",117.54
"25-08-2003",72,"ug",77.768
"25-08-2003",73,"g",21.89
"25-08-2003",73,"ug",92.362
"25-08-2003",74,"g",66.442
"25-08-2003",74,"ug",131.568
"25-08-2003",75,"g",31.426
"25-08-2003",76,"g",56.44
"25-08-2003",76,"ug",68.26
"25-08-2003",77,"g",41.732
"25-08-2003",78,"g",110.904
"25-08-2003",79,"g",56.166
"25-08-2003",80,"g",43.154
"25-08-2003",81,"g",88.936
"25-08-2003",81,"ug",99.968
"25-08-2003",82,"g",132.078
"25-08-2003",82,"ug",143.798
"25-08-2003",83,"g",345.496
"25-08-2003",83,"ug",114.092
"25-08-2003",84,"g",96.37
"25-08-2003",85,"g",84.838
"25-08-2003",85,"ug",173.958
"25-08-2003",86,"g",25.316
"25-08-2003",86,"ug",98.732
"25-08-2003",87,"g",33.734
"25-08-2003",88,"g",115.884
"25-08-2003",88,"ug",95.824
"25-08-2003",89,"g",67.438
"25-08-2003",89,"ug",49.2
"25-08-2003",90,"g",47.408
"25-08-2003",90,"ug",69.168
"25-08-2003",91,"g",101.266
"25-08-2003",91,"ug",57.234
"25-08-2003",92,"g",53.898
"25-08-2003",92,"ug",93.002
"25-08-2003",93,"g",83.45
"25-08-2003",93,"ug",84.15
"25-08-2003",94,"g",122.92
"25-08-2003",94,"ug",132.102
"25-08-2003",95,"g",94.166
"25-08-2003",95,"ug",135.702
"25-08-2003",96,"g",105.932
"25-08-2003",97,"g",71.314
"25-08-2003",98,"g",83.432
"25-08-2003",98,"ug",77.732
"25-08-2003",99,"g",123.236
"25-08-2003",100,"g",56.5
"25-08-2003",101,"g",50.8
"25-08-2003",101,"ug",172.07
"25-08-2003",102,"g",111.494
"25-08-2003",102,"ug",65.59
"25-08-2003",103,"g",24.3
"25-08-2003",103,"ug",109.068
"25-08-2003",104,"g",41.132
"25-08-2003",104,"ug",121.01
"25-08-2003",105,"g",53.368
"25-08-2003",105,"ug",50.744
"25-08-2003",106,"g",79.702
"25-08-2003",107,"g",110.758
"25-08-2003",107,"ug",166.206
"25-08-2003",108,"g",42.068
"25-08-2003",108,"ug",109.834
"25-08-2003",109,"g",86.434
"25-08-2003",110,"g",57.076
"25-08-2003",111,"g",49.802
"25-08-2003",111,"ug",93.4
"25-08-2003",112,"g",116.892
"25-08-2003",113,"g",67.468
"25-08-2003",113,"ug",90.742
"25-08-2003",114,"g",50.678
"25-08-2003",114,"ug",69.832
"25-08-2003",115,"g",52.718
"25-08-2003",115,"ug",82.33
"25-08-2003",116,"g",146.49
"25-08-2003",116,"ug",103.932
"25-08-2003",117,"g",86.968
"25-08-2003",117,"ug",86.288
"25-08-2003",118,"g",58.204
"25-08-2003",118,"ug",138
"25-08-2003",119,"g",33.652
"25-08-2003",119,"ug",41.458
"25-08-2003",120,"g",70.134
"25-08-2003",120,"ug",69.766
"25-08-2003",121,"g",50.798
"25-08-2003",122,"g",118.268
"25-08-2003",122,"ug",142.212
"25-08-2003",123,"g",229.776
"25-08-2003",123,"ug",142.562
"25-08-2003",124,"g",95.304
"25-08-2003",125,"g",176.366
"25-08-2003",125,"ug",263.43
"25-08-2003",126,"g",60.236
"25-08-2003",126,"ug",70.464
"25-08-2003",127,"g",141.874
"25-08-2003",128,"g",22.274
"25-08-2003",128,"ug",168.078
"25-08-2003",129,"g",61.1
"25-08-2003",129,"ug",91.166
"25-08-2003",130,"g",85.324
"25-08-2003",130,"ug",96.914
"25-08-2003",131,"g",188.734
"25-08-2003",132,"g",24.42
"25-08-2003",132,"ug",95.134
"25-08-2003",133,"g",94.018
"25-08-2003",134,"g",31.802
"25-08-2003",135,"g",30.698
"25-08-2003",135,"ug",75.212
"25-08-2003",136,"g",34.234
"25-08-2003",136,"ug",68.3
"25-08-2003",137,"g",61.164
"25-08-2003",138,"g",80
"25-08-2003",139,"g",65.384
"25-08-2003",140,"g",100.072
"25-08-2003",141,"g",29.892
"25-08-2003",141,"ug",69.002
"25-08-2003",142,"g",80.91
"25-08-2003",143,"g",69.168
"25-08-2003",143,"ug",89.776
"25-08-2003",144,"g",46.758
"25-08-2003",145,"g",73.868
"25-08-2003",145,"ug",120.726
"25-08-2003",146,"g",70.002
"25-08-2003",146,"ug",66.966
"25-08-2003",147,"g",36.268
"26-06-1996",1,"pre",579
"26-06-1996",2,"pre",446.8
"26-06-1996",3,"pre",207.7
"26-06-1996",4,"pre",503.9
"26-06-1996",5,"pre",719.5
"26-06-1996",6,"pre",376.1
"26-06-1996",7,"pre",585.6
"26-06-1996",8,"pre",256.6
"26-06-1996",10,"pre",59.6
"26-06-1996",11,"pre",239.8
"26-06-1996",12,"pre",293.1
"26-06-1996",13,"pre",319.3
