"Field name ( Ignore this for this experiment)"	"Experiment number"	"Plot number"	"Sub plot number"	"Treatment number"	"Species and percent seed of total planted"	"Soil totaln N (mg/kg)(1989 samples)"	"Year"	"Species Name"	"Maximum species height (cm)"	"Median species height (cm)"	"Species Above ground biomass(g/m2)"	"Species proportion of total biomass"	"Date"	"Biomass"	"Prop"
E	55	9	22	5	AG100	329.4	1993	ANDROPOGON GERARDI(AG)	 	 	35.200001	1	 	 	 
E	55	9	22	5	AG100	329.4	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	9	22	5	AG100	329.4	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	9	22	5	AG100	329.4	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	9	22	5	AG100	329.4	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	9	22	5	AG100	329.4	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	9	22	5	AG100	329.4	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	MISCELLANEOUS LITTER	 	 	12.599999	 	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	PANICUM VIRGATUM (PV)	 	 	37	0.708812	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	BOUTELOUA GRACILIS (BG)	 	 	15.2	0.291188	 	 	 
E	55	9	23	12	PV30BG70	420.8	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	MISCELLANEOUS LITTER	 	 	20.999998	 	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	112.200005	1	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	1	15	SS70AS30	941.8	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	2	4	BG100	1718	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	2	4	BG100	1718	1993	MISCELLANEOUS LITTER	 	 	20.599998	 	 	 	 
E	55	10	2	4	BG100	1718	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	2	4	BG100	1718	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	2	4	BG100	1718	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	2	4	BG100	1718	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	2	4	BG100	1718	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	2	4	BG100	1718	1993	BOUTELOUA GRACILIS (BG)	 	 	100.019997	1	 	 	 
E	55	10	2	4	BG100	1718	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	MISCELLANEOUS LITTER	 	 	17.200001	 	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	AGROPYRON SMITHII (AS)	 	 	0.8	0.010076	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	PANICUM VIRGATUM (PV)	 	 	78.599998	0.989924	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	3	11	PV70AS30	1785.4	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	MISCELLANEOUS LITTER	 	 	15.2	 	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	PANICUM VIRGATUM (PV)	 	 	202	0.96374	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	BOUTELOUA GRACILIS (BG)	 	 	7.6	0.03626	 	 	 
E	55	10	4	13	PV70BG30	2066.5	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	MISCELLANEOUS LITTER	 	 	35.599998	 	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	89.599998	1	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	5	2	SS100	1896.2001	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	MISCELLANEOUS LITTER	 	 	59.599998	 	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	287.799988	0.850976	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	BOUTELOUA GRACILIS (BG)	 	 	50.399998	0.149024	 	 	 
E	55	10	6	16	SS30BG70	2514.1001	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	MISCELLANEOUS LITTER	 	 	42.199997	 	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	ANDROPOGON GERARDI(AG)	 	 	113	0.987762	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	BOUTELOUA GRACILIS (BG)	 	 	1.4	0.012238	 	 	 
E	55	10	7	22	AG70BG30	1754.5	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	MISCELLANEOUS LITTER	 	 	12.999999	 	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	100.799995	1	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	8	14	SS30AS70	1828.9	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	9	5	AG100	1875.1	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	9	5	AG100	1875.1	1993	MISCELLANEOUS LITTER	 	 	35.599998	 	 	 	 
E	55	10	9	5	AG100	1875.1	1993	ANDROPOGON GERARDI(AG)	 	 	135.199997	1	 	 	 
E	55	10	9	5	AG100	1875.1	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	9	5	AG100	1875.1	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	9	5	AG100	1875.1	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	9	5	AG100	1875.1	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	9	5	AG100	1875.1	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	9	5	AG100	1875.1	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	MISCELLANEOUS LITTER	 	 	14.8	 	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	AGROPYRON SMITHII (AS)	 	 	11.799999	0.141487	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	BOUTELOUA GRACILIS (BG)	 	 	71.599998	0.858513	 	 	 
E	55	10	10	19	AS70BG30	2376.5	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	MISCELLANEOUS LITTER	 	 	16	 	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	PANICUM VIRGATUM (PV)	 	 	169.599991	1	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	11	10	PV30AS70	1880.4	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	MISCELLANEOUS LITTER	 	 	35.799999	 	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	153.199997	0.849224	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	PANICUM VIRGATUM (PV)	 	 	27.200001	0.150776	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	12	8	PV30SS70	2573.8999	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	MISCELLANEOUS LITTER	 	 	17.4	 	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	88	0.473118	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	PANICUM VIRGATUM (PV)	 	 	98	0.526882	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	13	9	PV70SS30	1970	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	MISCELLANEOUS LITTER	 	 	24.4	 	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	PANICUM VIRGATUM (PV)	 	 	159	1	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	14	1	PV100	3137.1001	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	MISCELLANEOUS LITTER	 	 	18	 	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	PANICUM VIRGATUM (PV)	 	 	232.600006	0.99063	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	BUCHLOE DACTYLOIDES (BD)	 	 	2.2	0.00937	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	15	24	BD70PV30	2000.4	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	MISCELLANEOUS LITTER	 	 	24	 	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	AGROPYRON SMITHII (AS)	 	 	109.799995	1	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	16	3	AS100	2237.3999	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	MISCELLANEOUS LITTER	 	 	20.999998	 	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	72.800003	0.557427	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	AGROPYRON SMITHII (AS)	 	 	1.6	0.012251	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	PANICUM VIRGATUM (PV)	 	 	49.799999	0.381317	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	BOUTELOUA GRACILIS (BG)	 	 	6.4	0.049005	 	 	 
E	55	10	17	20	PV25SS25AS25BG25	1637.3999	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	MISCELLANEOUS LITTER	 	 	18.200001	 	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	PANICUM VIRGATUM (PV)	 	 	82.799995	0.69697	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	BOUTELOUA GRACILIS (BG)	 	 	36	0.30303	 	 	 
E	55	10	18	12	PV30BG70	1652.4	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	MISCELLANEOUS LITTER	 	 	10.8	 	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	PANICUM VIRGATUM (PV)	 	 	153	0.996847	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0.484	0.003153	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	19	23	BD30PV70	1780.3	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	MISCELLANEOUS LITTER	 	 	12.999999	 	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	AGROPYRON SMITHII (AS)	 	 	3.6	0.033582	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	BOUTELOUA GRACILIS (BG)	 	 	103.599998	0.966418	 	 	 
E	55	10	20	18	AS30BG70	1789.1	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	MISCELLANEOUS LITTER	 	 	46.199997	 	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	ANDROPOGON GERARDI(AG)	 	 	161.599991	0.841667	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	BOUTELOUA GRACILIS (BG)	 	 	30.4	0.158333	 	 	 
E	55	10	21	21	AG30BG70	1951.4	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	MISCELLANEOUS LITTER	 	 	26.800001	 	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	203.799988	0.997065	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	BOUTELOUA GRACILIS (BG)	 	 	0.6	0.002935	 	 	 
E	55	10	22	17	SS70BG30	1697.8	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	MISCELLANEOUS LITTER	 	 	22.4	 	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	BUCHLOE DACTYLOIDES (BD)	 	 	129.059998	1	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	10	23	6	BD100	1872.2001	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	MISCELLANEOUS LITTER	 	 	19.199999	 	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	BOUTELOUA GRACILIS (BG)	 	 	93.299995	1	 	 	 
E	55	11	1	4	BG100	3076.8999	1993	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	11	2	22	AG70BG30	3127.5999	1993	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	11	2	22	AG70BG30	3127.5999	1993	MISCELLANEOUS LITTER	 	 	54	 	 	 	 
E	55	11	2	22	AG70BG30	3127.5999	1993	ANDROPOGON GERARDI(AG)	 	 	313.600006	0.935561	 	 	 
E	55	11	2	22	AG70BG30	3127.5999	1993	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	11	2	22	AG70BG30	3127.5999	1993	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	11	2	22	AG70BG30	3127.5999	1993	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
