"Field name ( Ignore this for this experiment)"	"Experiment number"	"Plot number"	"Sub plot number"	"Treatment number"	"Species and percent seed of total planted"	"Soil totaln N (mg/kg)(1989 samples)"	"Year"	"Species Name"	"Maximum species height (cm)"	"Median species height (cm)"	"Species Above ground biomass(g/m2)"	"Species proportion of total biomass"	"Date"	"Biomass"	"Prop"
E	55	12	2	1	PV100	1597.2001	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	2	1	PV100	1597.2001	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	MISCELLANEOUS LITTER	 	 	107.599998	 	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	AGROPYRON SMITHII (AS)	 	18.5	95.799995	0.596513	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	BOUTELOUA GRACILIS (BG)	 	10.2	64.799995	0.403487	 	 	 
E	55	12	3	19	AS70BG30	2728.2	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	MISCELLANEOUS LITTER	 	 	95.400002	 	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	PANICUM VIRGATUM (PV)	 	34	161.800003	0.96195	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	BUCHLOE DACTYLOIDES (BD)	 	8	6.4	0.03805	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	4	23	BD30PV70	2399.8999	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	MISCELLANEOUS LITTER	 	 	151.599991	 	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	PANICUM VIRGATUM (PV)	 	21.5	257.600006	0.942209	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	BOUTELOUA GRACILIS (BG)	 	10.5	15.8	0.057791	 	 	 
E	55	12	5	13	PV70BG30	2422.8	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	MISCELLANEOUS LITTER	 	 	120.200005	 	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	AGROPYRON SMITHII (AS)	 	19	46	0.329513	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	BOUTELOUA GRACILIS (BG)	 	13	93.599998	0.670487	 	 	 
E	55	12	6	18	AS30BG70	2311.8999	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	MISCELLANEOUS LITTER	 	 	130.800003	 	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	AGROPYRON SMITHII (AS)	 	20	44.599998	0.171012	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	PANICUM VIRGATUM (PV)	 	18.2	216.200012	0.828988	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	7	11	PV70AS30	2235.7	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	MISCELLANEOUS LITTER	 	 	71.599998	 	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	20	109.599998	0.810651	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	BOUTELOUA GRACILIS (BG)	 	10	25.599998	0.189349	 	 	 
E	55	12	8	16	SS30BG70	2268.8999	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	MISCELLANEOUS LITTER	 	 	89.799995	 	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	16	92.599998	0.614874	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	AGROPYRON SMITHII (AS)	 	25	58	0.385126	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	9	15	SS70AS30	2155.7	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	MISCELLANEOUS LITTER	 	 	91	 	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	ANDROPOGON GERARDI(AG)	 	23	154.399994	0.836403	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	BOUTELOUA GRACILIS (BG)	 	11	30.199999	0.163597	 	 	 
E	55	12	10	21	AG30BG70	2534.2	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	MISCELLANEOUS LITTER	 	 	76.399994	 	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	23	102.360001	0.573253	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	AGROPYRON SMITHII (AS)	 	27	76.199997	0.426747	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	11	14	SS30AS70	2125.2	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	MISCELLANEOUS LITTER	 	 	96.400002	 	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	PANICUM VIRGATUM (PV)	 	23	116	0.84058	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	BUCHLOE DACTYLOIDES (BD)	 	12	22	0.15942	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	12	24	BD70PV30	2448.1001	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	MISCELLANEOUS LITTER	 	 	128.599991	 	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	16	43.600002	0.186007	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	PANICUM VIRGATUM (PV)	 	20.2	190.800003	0.813993	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	13	9	PV70SS30	2070.5	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	MISCELLANEOUS LITTER	 	 	58.600002	 	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	ANDROPOGON GERARDI(AG)	 	15.2	91	0.787197	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	BOUTELOUA GRACILIS (BG)	 	9	24.6	0.212803	 	 	 
E	55	12	14	22	AG70BG30	2120.3	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	MISCELLANEOUS LITTER	 	 	83.800003	 	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	AGROPYRON SMITHII (AS)	 	22	67.399994	0.561667	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	PANICUM VIRGATUM (PV)	 	28.5	52.600002	0.438333	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	15	10	PV30AS70	2028.7999	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	MISCELLANEOUS LITTER	 	 	67.800003	 	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	19	41.399998	0.261694	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	AGROPYRON SMITHII (AS)	 	28	31.6	0.199747	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	PANICUM VIRGATUM (PV)	 	36	76.199997	0.481669	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	BOUTELOUA GRACILIS (BG)	 	8	9	0.05689	 	 	 
E	55	12	16	20	PV25SS25AS25BG25	2017.2	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	MISCELLANEOUS LITTER	 	 	130.800003	 	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	18.2	114.599998	0.349603	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	PANICUM VIRGATUM (PV)	 	24	213.199997	0.650397	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	17	8	PV30SS70	2195.8999	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	MISCELLANEOUS LITTER	 	 	119.599998	 	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	AGROPYRON SMITHII (AS)	 	29	193.600006	1	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	18	3	AS100	2197.6001	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	19	2	SS100	1908.1	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	19	2	SS100	1908.1	1990	MISCELLANEOUS LITTER	 	 	86	 	 	 	 
E	55	12	19	2	SS100	1908.1	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	19	2	SS100	1908.1	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	17	123.199997	1	 	 	 
E	55	12	19	2	SS100	1908.1	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	19	2	SS100	1908.1	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	19	2	SS100	1908.1	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	19	2	SS100	1908.1	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	19	2	SS100	1908.1	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	20	5	AG100	2211.7	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	20	5	AG100	2211.7	1990	MISCELLANEOUS LITTER	 	 	86.800003	 	 	 	 
E	55	12	20	5	AG100	2211.7	1990	ANDROPOGON GERARDI(AG)	 	25	159	1	 	 	 
E	55	12	20	5	AG100	2211.7	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	20	5	AG100	2211.7	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	20	5	AG100	2211.7	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	20	5	AG100	2211.7	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	20	5	AG100	2211.7	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	20	5	AG100	2211.7	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	MISCELLANEOUS LITTER	 	 	48.600002	 	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	16	83.599998	0.81165	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	BOUTELOUA GRACILIS (BG)	 	8	19.4	0.18835	 	 	 
E	55	12	21	17	SS70BG30	1922.7	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	22	6	BD100	2081.5	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	22	6	BD100	2081.5	1990	MISCELLANEOUS LITTER	 	 	30	 	 	 	 
E	55	12	22	6	BD100	2081.5	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	22	6	BD100	2081.5	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	22	6	BD100	2081.5	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	22	6	BD100	2081.5	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	12	22	6	BD100	2081.5	1990	BUCHLOE DACTYLOIDES (BD)	 	9	53	1	 	 	 
E	55	12	22	6	BD100	2081.5	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	12	22	6	BD100	2081.5	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	MISCELLANEOUS LITTER	 	 	52.600002	 	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	PANICUM VIRGATUM (PV)	 	31	53.799999	0.691517	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	BOUTELOUA GRACILIS (BG)	 	13	24	0.308483	 	 	 
E	55	12	23	12	PV30BG70	1792.4	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	MISCELLANEOUS LITTER	 	 	8.62	 	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	AGROPYRON SMITHII (AS)	 	9.8	6.1	0.228464	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	BOUTELOUA GRACILIS (BG)	 	3.4	20.599998	0.771536	 	 	 
E	55	13	1	18	AS30BG70	435.4	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	MISCELLANEOUS LITTER	 	 	21.540001	 	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	10.2	80.139999	0.917564	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	BOUTELOUA GRACILIS (BG)	 	8	7.2	0.082436	 	 	 
E	55	13	2	17	SS70BG30	362.7	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	MISCELLANEOUS LITTER	 	 	35.5	 	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	AGROPYRON SMITHII (AS)	 	14	0.6	0.009464	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	PANICUM VIRGATUM (PV)	 	11.5	62.800003	0.990536	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	13	3	11	PV70AS30	329.1	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	MISCELLANEOUS LITTER	 	 	25.799999	 	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	PANICUM VIRGATUM (PV)	 	11	44.599998	0.635328	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	BOUTELOUA GRACILIS (BG)	 	6	25.599998	0.364672	 	 	 
E	55	13	4	12	PV30BG70	506.4	1990	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	13	5	3	AS100	468.8	1990	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	13	5	3	AS100	468.8	1990	MISCELLANEOUS LITTER	 	 	35.16	 	 	 	 
E	55	13	5	3	AS100	468.8	1990	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	13	5	3	AS100	468.8	1990	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	13	5	3	AS100	468.8	1990	AGROPYRON SMITHII (AS)	 	22	32	1	 	 	 
E	55	13	5	3	AS100	468.8	1990	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	13	5	3	AS100	468.8	1990	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	13	5	3	AS100	468.8	1990	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
