"Experiment number"	"Plot number"	"Year"	"Sampling date (YYMMDD)"	"Species name"	"Species Biomass (g/m2)"	"Grazed"
 	144	2004	040831	Asclepias tuberosa	0.6	ug
 	144	2004	040831	Aster azureus	1.733	ug
 	144	2004	040831	Bouteloua gracilis	6.4	ug
 	144	2004	040831	Coreopsis palmata	1.983	ug
 	144	2004	040831	Eragrostis spectabilis	0.183	ug
 	144	2004	040831	Koeleria cristata	7.15	ug
 	144	2004	040831	Panicum virgatum	0.4	ug
 	144	2004	040831	Sorghastrum nutans	11.217	ug
 	144	2004	040901	Anemone cylindrica	0.183	g
 	144	2004	040901	Asclepias tuberosa	1.067	g
 	144	2004	040901	Aster azureus	3.567	g
 	144	2004	040901	Bouteloua gracilis	5.767	g
 	144	2004	040901	Coreopsis palmata	0.05	g
 	144	2004	040901	Koeleria cristata	7.417	g
 	144	2004	040901	Miscellaneous litter	0.317	g
 	144	2004	040901	Schizachyrium scoparium	0.25	g
 	144	2004	040901	Solidago nemoralis	0.083	g
 	144	2004	040901	Sorghastrum nutans	2.267	g
 	145	2004	040831	Andropogon gerardi	21.083	ug
 	145	2004	040831	Anemone cylindrica	1.05	ug
 	145	2004	040831	Bouteloua gracilis	0.217	ug
 	145	2004	040831	Coreopsis palmata	0.383	ug
 	145	2004	040831	Cyperus filiculmis	0.017	ug
 	145	2004	040831	Koeleria cristata	3.5	ug
 	145	2004	040831	Lespedeza capitata	0.567	ug
 	145	2004	040831	Liatris aspera	3.567	ug
 	145	2004	040831	Miscellaneous litter	1.517	ug
 	145	2004	040831	Petalostemum purpureum	4.55	ug
 	145	2004	040831	Poa pratensis	1.85	ug
 	145	2004	040831	Schizachyrium scoparium	0.2	ug
 	145	2004	040831	Solidago nemoralis	2.367	ug
 	145	2004	040831	Sorghastrum nutans	4.967	ug
 	145	2004	040902	Achillea millefolium (lanulosa)	0.733	g
 	145	2004	040902	Andropogon gerardi	0.817	g
 	145	2004	040902	Asclepias tuberosa	0.5	g
 	145	2004	040902	Aster azureus	1.117	g
 	145	2004	040902	Bouteloua gracilis	1.283	g
 	145	2004	040902	Coreopsis palmata	2.9	g
 	145	2004	040902	Euphorbia corollata	2.717	g
 	145	2004	040902	Koeleria cristata	6.167	g
 	145	2004	040902	Lespedeza capitata	0.1	g
 	145	2004	040902	Liatris aspera	2.45	g
 	145	2004	040902	Miscellaneous litter	1.133	g
 	145	2004	040902	Petalostemum purpureum	0.25	g
 	145	2004	040902	Poa pratensis	0.217	g
 	145	2004	040902	Schizachyrium scoparium	1.65	g
 	145	2004	040902	Solidago nemoralis	14.117	g
 	145	2004	040902	Sorghastrum nutans	1.75	g
 	146	2004	040831	Andropogon gerardi	14.367	ug
 	146	2004	040831	Anemone cylindrica	5.183	ug
 	146	2004	040831	Asclepias tuberosa	0.3	ug
 	146	2004	040831	Bouteloua gracilis	1.6	ug
 	146	2004	040831	Koeleria cristata	7.383	ug
 	146	2004	040831	Lespedeza capitata	1.8	ug
 	146	2004	040831	Liatris aspera	0.15	ug
 	146	2004	040831	Miscellaneous litter	1.733	ug
 	146	2004	040831	Petalostemum purpureum	0.15	ug
 	146	2004	040831	Poa pratensis	1.217	ug
 	146	2004	040831	Schizachyrium scoparium	2.717	ug
 	146	2004	040831	Solidago nemoralis	0.05	ug
 	146	2004	040831	Sorghastrum nutans	8.033	ug
 	146	2004	040902	Andropogon gerardi	2.933	g
 	146	2004	040902	Anemone cylindrica	8.883	g
 	146	2004	040902	Asclepias tuberosa	1.383	g
 	146	2004	040902	Bouteloua gracilis	7.2	g
 	146	2004	040902	Cyperus schweinitzii	0.133	g
 	146	2004	040902	Koeleria cristata	4.6	g
 	146	2004	040902	Lespedeza capitata	1.317	g
 	146	2004	040902	Liatris aspera	0.833	g
 	146	2004	040902	Miscellaneous litter	0.667	g
 	146	2004	040902	Panicum virgatum	0.2	g
 	146	2004	040902	Petalostemum purpureum	4.55	g
 	146	2004	040902	Schizachyrium scoparium	0.933	g
 	146	2004	040902	Sorghastrum nutans	0.6	g
 	147	2004	040831	Aristida sp.	0.1	ug
 	147	2004	040831	Astragalus canadensis	0.033	ug
 	147	2004	040831	Bouteloua gracilis	0.133	ug
 	147	2004	040831	Buchloe dactyloides	0.067	ug
 	147	2004	040831	Cyperus filiculmis	0.517	ug
 	147	2004	040831	Digitaria sp.	0.133	ug
 	147	2004	040831	Euphorbia corollata	1.817	ug
 	147	2004	040831	Liatris aspera	3.4	ug
 	147	2004	040831	Miscellaneous litter	0.3	ug
 	147	2004	040831	Panicum oligosanthes	0.117	ug
 	147	2004	040831	Panicum virgatum	1.433	ug
 	147	2004	040831	Poa pratensis	2.933	ug
 	147	2004	040831	Schizachyrium scoparium	0.067	ug
 	147	2004	040831	Sorghastrum nutans	15.417	ug
 	147	2004	040903	Aristida sp.	0.167	g
 	147	2004	040903	Asclepias tuberosa	11.317	g
 	147	2004	040903	Aster azureus	7.667	g
 	147	2004	040903	Astragalus canadensis	0.383	g
 	147	2004	040903	Bouteloua gracilis	0.65	g
 	147	2004	040903	Digitaria sp.	0.05	g
 	147	2004	040903	Eragrostis spectabilis	0.4	g
 	147	2004	040903	Euphorbia corollata	6.833	g
 	147	2004	040903	Hedeoma hispida	0.017	g
 	147	2004	040903	Leptoloma cognatum	0.133	g
 	147	2004	040903	Miscellaneous litter	1.817	g
 	147	2004	040903	Poa pratensis	4.683	g
 	147	2004	040903	Polygonum tenue	0.15	g
 	147	2004	040903	Sorghastrum nutans	5.7	g
 	147	2004	040903	Tradescantia occidentalis	1.8	g
 	1	2005	050718	Achillea millefolium (lanulosa)	1.8	g
 	1	2005	050718	Anemone cylindrica	3.6	g
 	1	2005	050718	Asclepias tuberosa	1.95	g
 	1	2005	050718	Aster azureus	1.2	g
 	1	2005	050718	Astragalus canadensis	74.65	g
 	1	2005	050718	Berteroa incana	6.5	g
 	1	2005	050718	Hedeoma hispida	0.06	g
 	1	2005	050718	Lespedeza capitata	7.6	g
 	1	2005	050718	Miscellaneous litter	38.15	g
 	1	2005	050718	Panicum oligosanthes	3.25	g
 	1	2005	050718	Poa pratensis	9.65	g
 	1	2005	050718	Schizachyrium scoparium	34.25	g
 	1	2005	050718	Silene antirrhina	0.03	g
 	1	2005	050718	Solidago nemoralis	32.55	g
 	1	2005	050718	Sorghastrum nutans	10.3	g
 	1	2005	050721	Achillea millefolium (lanulosa)	8.65	ug
 	1	2005	050721	Anemone cylindrica	19.75	ug
 	1	2005	050721	Asclepias tuberosa	3.1	ug
 	1	2005	050721	Aster azureus	3.05	ug
 	1	2005	050721	Astragalus canadensis	28.6	ug
 	1	2005	050721	Cyperus sp.	0.6	ug
 	1	2005	050721	Euphorbia corollata	4.4	ug
 	1	2005	050721	Lespedeza capitata	17.9	ug
 	1	2005	050721	Miscellaneous litter	89	ug
 	1	2005	050721	Poa pratensis	27.65	ug
 	1	2005	050721	Schizachyrium scoparium	26.45	ug
 	1	2005	050721	Solidago nemoralis	15.1	ug
 	1	2005	050721	Sorghastrum nutans	7.6	ug
 	2	2005	050718	Achillea millefolium (lanulosa)	9.7	g
 	2	2005	050718	Anemone cylindrica	52.55	g
 	2	2005	050718	Asclepias tuberosa	3.55	g
 	2	2005	050718	Bouteloua gracilis	2.6	g
 	2	2005	050718	Cyperus sp.	0.26	g
 	2	2005	050718	Eragrostis spectabilis	0.28	g
 	2	2005	050718	Koeleria cristata	11.75	g
 	2	2005	050718	Lespedeza capitata	21.7	g
 	2	2005	050718	Liatris aspera	0.23	g
 	2	2005	050718	Miscellaneous litter	84.25	g
 	2	2005	050718	Poa pratensis	11.05	g
 	2	2005	050718	Schizachyrium scoparium	4.85	g
 	2	2005	050718	Silene antirrhina	0.25	g
 	2	2005	050718	Solidago nemoralis	0.45	g
 	2	2005	050718	Sorghastrum nutans	4.25	g
 	2	2005	050719	Achillea millefolium (lanulosa)	2.6	ug
 	2	2005	050719	Anemone cylindrica	11.5	ug
 	2	2005	050719	Cyperus sp.	0.7	ug
 	2	2005	050719	Koeleria cristata	2.2	ug
 	2	2005	050719	Lespedeza capitata	21.9	ug
 	2	2005	050719	Miscellaneous litter	103.4	ug
 	2	2005	050719	Petalostemum purpureum	10.05	ug
 	2	2005	050719	Poa pratensis	13.4	ug
 	2	2005	050719	Schizachyrium scoparium	1.2	ug
 	2	2005	050719	Silene antirrhina	0.02	ug
 	2	2005	050719	Sorghastrum nutans	38.5	ug
 	3	2005	050718	Achillea millefolium (lanulosa)	32.05	g
 	3	2005	050718	Bouteloua gracilis	19.7	g
 	3	2005	050718	Cyperus sp.	0.18	g
 	3	2005	050718	Lespedeza capitata	3.75	g
 	3	2005	050718	Miscellaneous litter	1.45	g
 	3	2005	050718	Poa pratensis	0.06	g
 	3	2005	050721	Bouteloua gracilis	35.55	ug
 	3	2005	050721	Miscellaneous litter	0.35	ug
 	3	2005	050721	Poa pratensis	0.05	ug
 	4	2005	050718	Agropyron repens	5.7	g
 	4	2005	050718	Agrostis scabra	1.75	g
 	4	2005	050718	Andropogon gerardi	2.8	g
 	4	2005	050718	Anemone cylindrica	19	g
 	4	2005	050718	Astragalus canadensis	19.75	g
 	4	2005	050718	Hedeoma hispida	0.23	g
 	4	2005	050718	Leptoloma cognatum	1.75	g
 	4	2005	050718	Miscellaneous litter	69.9	g
 	4	2005	050718	Poa pratensis	47.3	g
 	4	2005	050718	Polygonum convolvulus	0.13	g
 	4	2005	050718	Polygonum tenue	0.07	g
 	4	2005	050718	Rudbeckia serotina	2.6	g
 	4	2005	050718	Schizachyrium scoparium	2.8	g
 	4	2005	050719	Achillea millefolium (lanulosa)	17.55	ug
 	4	2005	050719	Agropyron repens	2.8	ug
 	4	2005	050719	Anemone cylindrica	11.2	ug
 	4	2005	050719	Crepis tectorum	0.25	ug
 	4	2005	050719	Eragrostis spectabilis	1.9	ug
 	4	2005	050719	Koeleria cristata	1.75	ug
 	4	2005	050719	Miscellaneous litter	49.55	ug
 	4	2005	050719	Panicum oligosanthes	0.75	ug
 	4	2005	050719	Poa pratensis	33.65	ug
 	5	2005	050718	Andropogon gerardi	119	g
 	5	2005	050718	Anemone cylindrica	1.75	g
 	5	2005	050718	Miscellaneous litter	48.9	g
 	5	2005	050718	Poa pratensis	8.35	g
 	5	2005	050719	Andropogon gerardi	198.15	ug
 	5	2005	050719	Lespedeza capitata	5.45	ug
 	5	2005	050719	Miscellaneous litter	130.65	ug
 	5	2005	050719	Poa pratensis	8.6	ug
 	6	2005	050718	Achillea millefolium (lanulosa)	1.75	g
 	6	2005	050718	Agropyron repens	4.05	g
 	6	2005	050718	Agrostis scabra	0.85	g
 	6	2005	050718	Berteroa incana	18.5	g
 	6	2005	050718	Crepis tectorum	17.3	g
 	6	2005	050718	Erigeron canadensis	0.1	g
 	6	2005	050718	Hedeoma hispida	0.11	g
 	6	2005	050718	Leptoloma cognatum	2.75	g
 	6	2005	050718	Lespedeza capitata	10.8	g
 	6	2005	050718	Miscellaneous litter	19.1	g
 	6	2005	050718	Poa pratensis	4.15	g
 	6	2005	050718	Schizachyrium scoparium	0.4	g
 	6	2005	050719	Achillea millefolium (lanulosa)	12.35	ug
 	6	2005	050719	Agropyron repens	8.3	ug
 	6	2005	050719	Agrostis scabra	0.05	ug
 	6	2005	050719	Anemone cylindrica	16.5	ug
 	6	2005	050719	Astragalus canadensis	23.35	ug
 	6	2005	050719	Crepis tectorum	0.6	ug
 	6	2005	050719	Lepidium densiflorum	0.03	ug
 	6	2005	050719	Lespedeza capitata	67.75	ug
 	6	2005	050719	Miscellaneous litter	51.95	ug
 	6	2005	050719	Poa pratensis	38.55	ug
 	6	2005	050719	Schizachyrium scoparium	10.6	ug
 	6	2005	050719	Solidago nemoralis	7.15	ug
 	6	2005	050719	Sorghastrum nutans	0.45	ug
 	6	2005	050719	Sporobolus cryptandrus	2.9	ug
 	7	2005	050718	Andropogon gerardi	12.75	g
 	7	2005	050718	Anemone cylindrica	1.5	g
 	7	2005	050718	Aster azureus	3.65	g
 	7	2005	050718	Bouteloua gracilis	12.55	g
 	7	2005	050718	Euphorbia corollata	12.05	g
 	7	2005	050718	Koeleria cristata	5.95	g
 	7	2005	050718	Lespedeza capitata	17	g
 	7	2005	050718	Miscellaneous litter	58	g
 	7	2005	050718	Petalostemum purpureum	5.4	g
 	7	2005	050718	Poa pratensis	5.4	g
 	7	2005	050718	Schizachyrium scoparium	2.1	g
 	7	2005	050718	Solidago nemoralis	22.65	g
 	7	2005	050719	Achillea millefolium (lanulosa)	2.95	ug
 	7	2005	050719	Andropogon gerardi	6.85	ug
 	7	2005	050719	Anemone cylindrica	4.9	ug
 	7	2005	050719	Bouteloua gracilis	9.9	ug
 	7	2005	050719	Coreopsis palmata	2.05	ug
 	7	2005	050719	Euphorbia corollata	5.5	ug
 	7	2005	050719	Lespedeza capitata	20.85	ug
 	7	2005	050719	Miscellaneous litter	34.65	ug
 	7	2005	050719	Petalostemum purpureum	13.95	ug
 	7	2005	050719	Poa pratensis	2	ug
 	7	2005	050719	Polygonum tenue	0.07	ug
 	7	2005	050719	Schizachyrium scoparium	1.85	ug
 	7	2005	050719	Solidago nemoralis	26.25	ug
 	7	2005	050719	Sorghastrum nutans	0.9	ug
 	8	2005	050718	Achillea millefolium (lanulosa)	3.7	g
 	8	2005	050718	Agropyron repens	0.5	g
 	8	2005	050718	Agrostis scabra	0.25	g
 	8	2005	050718	Berteroa incana	4.9	g
 	8	2005	050718	Bouteloua gracilis	1.75	g
 	8	2005	050718	Crepis tectorum	3.25	g
 	8	2005	050718	Erigeron canadensis	0.5	g
 	8	2005	050718	Hedeoma hispida	5.00E-03	g
 	8	2005	050718	Koeleria cristata	10	g
 	8	2005	050718	Lepidium densiflorum	0.1	g
 	8	2005	050718	Miscellaneous litter	36.7	g
 	8	2005	050718	Panicum perlongum	0.3	g
 	8	2005	050718	Panicum virgatum	39.95	g
 	8	2005	050718	Schizachyrium scoparium	1.75	g
 	8	2005	050718	Sorghastrum nutans	15.05	g
 	8	2005	050718	Sporobolus cryptandrus	3.7	g
 	8	2005	050719	Agropyron repens	0.9	ug
 	8	2005	050719	Bouteloua gracilis	0.25	ug
 	8	2005	050719	Lespedeza capitata	6	ug
 	8	2005	050719	Miscellaneous litter	61.2	ug
 	8	2005	050719	Panicum virgatum	55.45	ug
 	8	2005	050719	Poa pratensis	4.6	ug
 	8	2005	050719	Schizachyrium scoparium	2.8	ug
 	8	2005	050719	Sorghastrum nutans	59.3	ug
 	9	2005	050718	Achillea millefolium (lanulosa)	23.6	g
 	9	2005	050718	Agrostis scabra	0.35	g
 	9	2005	050718	Astragalus canadensis	0.25	g
 	9	2005	050718	Crepis tectorum	0.55	g
 	9	2005	050718	Cyperus sp.	0.55	g
 	9	2005	050718	Lepidium densiflorum	0.25	g
 	9	2005	050718	Miscellaneous litter	44.45	g
 	9	2005	050718	Poa pratensis	5.6	g
 	9	2005	050718	Polygonum tenue	0.4	g
 	9	2005	050718	Schizachyrium scoparium	17.75	g
 	9	2005	050718	Silene antirrhina	0.05	g
 	9	2005	050718	Sorghastrum nutans	3.5	g
 	9	2005	050718	Sporobolus cryptandrus	7.3	g
 	9	2005	050719	Achillea millefolium (lanulosa)	3.05	ug
 	9	2005	050719	Lespedeza capitata	0.1	ug
 	9	2005	050719	Miscellaneous litter	65.75	ug
 	9	2005	050719	Panicum oligosanthes	1.85	ug
 	9	2005	050719	Poa pratensis	21.5	ug
 	9	2005	050719	Schizachyrium scoparium	36.4	ug
 	9	2005	050719	Sporobolus cryptandrus	0.4	ug
 	10	2005	050718	Agropyron repens	9.5	g
 	10	2005	050718	Agrostis scabra	3.95	g
 	10	2005	050718	Astragalus canadensis	5	g
 	10	2005	050718	Berteroa incana	0.45	g
 	10	2005	050718	Bouteloua gracilis	1.7	g
 	10	2005	050718	Carex sp.	0.45	g
 	10	2005	050718	Eragrostis spectabilis	3.05	g
 	10	2005	050718	Erigeron canadensis	3.55	g
 	10	2005	050718	Koeleria cristata	19.7	g
 	10	2005	050718	Lepidium densiflorum	1.1	g
 	10	2005	050718	Lespedeza capitata	2.1	g
 	10	2005	050718	Miscellaneous litter	58.35	g
 	10	2005	050718	Panicum virgatum	27.55	g
 	10	2005	050718	Poa pratensis	4.85	g
 	10	2005	050718	Rudbeckia serotina	32.6	g
 	10	2005	050718	Schizachyrium scoparium	16.55	g
 	10	2005	050718	Sporobolus cryptandrus	6.1	g
 	10	2005	050719	Agropyron repens	7.9	ug
 	10	2005	050719	Astragalus canadensis	160.75	ug
 	10	2005	050719	Eragrostis spectabilis	2.35	ug
 	10	2005	050719	Erigeron canadensis	0.15	ug
 	10	2005	050719	Koeleria cristata	0.65	ug
 	10	2005	050719	Miscellaneous litter	109.55	ug
 	10	2005	050719	Panicum oligosanthes	1.3	ug
 	10	2005	050719	Panicum virgatum	72.35	ug
 	10	2005	050719	Schizachyrium scoparium	27.75	ug
 	10	2005	050719	Silene antirrhina	0.4	ug
 	10	2005	050719	Sorghastrum nutans	9.45	ug
 	11	2005	050719	Achillea millefolium (lanulosa)	6.95	g
 	11	2005	050719	Agropyron repens	7.5	g
 	11	2005	050719	Agropyron smithii	7.45	ug
 	11	2005	050719	Agrostis scabra	5	g
 	11	2005	050719	Agrostis scabra	0.35	ug
 	11	2005	050719	Andropogon gerardi	0.32	g
 	11	2005	050719	Anemone cylindrica	8.1	g
 	11	2005	050719	Anemone cylindrica	35.3	ug
 	11	2005	050719	Aster azureus	6.4	g
 	11	2005	050719	Bouteloua gracilis	1.6	g
 	11	2005	050719	Crepis tectorum	10.8	g
 	11	2005	050719	Eragrostis spectabilis	7.95	ug
 	11	2005	050719	Erigeron canadensis	0.07	g
 	11	2005	050719	Hedeoma hispida	1.2	g
 	11	2005	050719	Lepidium densiflorum	0.3	ug
 	11	2005	050719	Leptoloma cognatum	0.24	g
 	11	2005	050719	Lupinus perennis	154.3	g
 	11	2005	050719	Miscellaneous litter	53.2	g
 	11	2005	050719	Miscellaneous litter	28.25	ug
 	11	2005	050719	Poa pratensis	8.85	g
 	11	2005	050719	Poa pratensis	14.5	ug
 	11	2005	050719	Polygonum tenue	1.4	g
 	11	2005	050719	Polygonum tenue	1.6	ug
 	11	2005	050719	Schizachyrium scoparium	6.2	g
 	12	2005	050718	Achillea millefolium (lanulosa)	0.2	g
 	12	2005	050718	Agrostis scabra	11.6	g
 	12	2005	050718	Andropogon gerardi	2.91	g
 	12	2005	050718	Anemone cylindrica	7.25	g
 	12	2005	050718	Aristida basiramea	0.62	g
 	12	2005	050718	Aster azureus	3.1	g
 	12	2005	050718	Berteroa incana	9.6	g
 	12	2005	050718	Buchloe dactyloides	0.1	g
 	12	2005	050718	Cyperus sp.	0.41	g
 	12	2005	050718	Koeleria cristata	0.58	g
 	12	2005	050718	Lepidium densiflorum	0.36	g
 	12	2005	050718	Lespedeza capitata	2.21	g
 	12	2005	050718	Liatris aspera	33.6	g
 	12	2005	050718	Lupinus perennis	36.65	g
 	12	2005	050718	Miscellaneous litter	82.9	g
 	12	2005	050718	Petalostemum purpureum	15.3	g
 	12	2005	050718	Poa pratensis	4.3	g
 	12	2005	050718	Schizachyrium scoparium	6.25	g
 	12	2005	050718	Solidago nemoralis	0.41	g
 	12	2005	050718	Sorghastrum nutans	6.65	g
 	12	2005	050719	Andropogon gerardi	11.05	ug
 	12	2005	050719	Anemone cylindrica	5.8	ug
 	12	2005	050719	Bouteloua gracilis	7	ug
 	12	2005	050719	Cyperus sp.	1.7	ug
 	12	2005	050719	Lepidium densiflorum	0.19	ug
 	12	2005	050719	Liatris aspera	0.22	ug
 	12	2005	050719	Miscellaneous litter	39.45	ug
 	12	2005	050719	Poa pratensis	11.8	ug
 	12	2005	050719	Rudbeckia serotina	1.85	ug
 	12	2005	050719	Schizachyrium scoparium	22.9	ug
 	12	2005	050719	Silene antirrhina	0.14	ug
 	12	2005	050719	Sporobolus cryptandrus	5.55	ug
 	13	2005	050719	Achillea millefolium (lanulosa)	5.95	g
 	13	2005	050719	Achillea millefolium (lanulosa)	3.2	ug
 	13	2005	050719	Andropogon gerardi	40.45	g
 	13	2005	050719	Andropogon gerardi	31.6	ug
 	13	2005	050719	Anemone cylindrica	12.85	g
 	13	2005	050719	Anemone cylindrica	29.45	ug
 	13	2005	050719	Astragalus canadensis	14.75	g
 	13	2005	050719	Berteroa incana	1.75	ug
 	13	2005	050719	Lepidium densiflorum	0.08	g
 	13	2005	050719	Lespedeza capitata	6.15	g
 	13	2005	050719	Liatris aspera	8.25	g
 	13	2005	050719	Miscellaneous litter	85.3	g
 	13	2005	050719	Miscellaneous litter	74	ug
 	13	2005	050719	Petalostemum purpureum	154.6	g
 	13	2005	050719	Petalostemum purpureum	75.65	ug
 	13	2005	050719	Poa pratensis	30.6	g
 	13	2005	050719	Poa pratensis	16.95	ug
 	13	2005	050719	Schizachyrium scoparium	6.9	g
 	13	2005	050719	Schizachyrium scoparium	19.45	ug
 	13	2005	050719	Silene antirrhina	0.4	g
 	13	2005	050719	Silene antirrhina	0.1	ug
 	13	2005	050719	Solidago nemoralis	6.35	g
 	13	2005	050719	Solidago nemoralis	3.6	ug
 	13	2005	050719	Sorghastrum nutans	2.5	g
 	13	2005	050719	Sorghastrum nutans	5.85	ug
 	14	2005	050719	Agropyron repens	0.7	g
 	14	2005	050719	Aster azureus	29.55	g
 	14	2005	050719	Crepis tectorum	0.15	g
 	14	2005	050719	Lespedeza capitata	15.35	g
 	14	2005	050719	Linaria vulgaris	2.7	g
 	14	2005	050719	Miscellaneous litter	95.55	g
 	14	2005	050719	Poa pratensis	31.35	g
 	14	2005	050719	Schizachyrium scoparium	36.65	g
 	14	2005	050721	Andropogon gerardi	7.8	ug
 	14	2005	050721	Aster azureus	9.55	ug
 	14	2005	050721	Lespedeza capitata	11.95	ug
 	14	2005	050721	Miscellaneous litter	42.3	ug
 	14	2005	050721	Petalostemum purpureum	3.9	ug
 	14	2005	050721	Poa pratensis	18.8	ug
 	14	2005	050721	Rumex acetosella	0.2	ug
 	14	2005	050721	Schizachyrium scoparium	45	ug
 	15	2005	050718	Achillea millefolium (lanulosa)	2.25	g
 	15	2005	050718	Andropogon gerardi	10.6	g
 	15	2005	050718	Anemone cylindrica	5.75	g
 	15	2005	050718	Asclepias tuberosa	3.65	g
 	15	2005	050718	Berteroa incana	5.05	g
 	15	2005	050718	Bouteloua gracilis	8.35	g
 	15	2005	050718	Coreopsis palmata	5.4	g
 	15	2005	050718	Koeleria cristata	3.55	g
 	15	2005	050718	Lespedeza capitata	21.55	g
 	15	2005	050718	Liatris aspera	0.15	g
 	15	2005	050718	Linaria vulgaris	1	g
 	15	2005	050718	Lupinus perennis	0.45	g
 	15	2005	050718	Miscellaneous litter	46.45	g
 	15	2005	050718	Penstemon grandiflorus	42.8	g
 	15	2005	050718	Petalostemum purpureum	36.65	g
 	15	2005	050718	Poa pratensis	16	g
 	15	2005	050718	Polygonum tenue	0.4	g
 	15	2005	050718	Schizachyrium scoparium	13.35	g
 	15	2005	050718	Solidago nemoralis	2.55	g
 	15	2005	050719	Achillea millefolium (lanulosa)	6.25	ug
 	15	2005	050719	Andropogon gerardi	81.4	ug
 	15	2005	050719	Anemone cylindrica	8.9	ug
 	15	2005	050719	Aster azureus	0.7	ug
 	15	2005	050719	Astragalus canadensis	22.15	ug
 	15	2005	050719	Bouteloua gracilis	5.7	ug
 	15	2005	050719	Coreopsis palmata	8.6	ug
 	15	2005	050719	Koeleria cristata	3.7	ug
 	15	2005	050719	Lespedeza capitata	37.4	ug
 	15	2005	050719	Liatris aspera	3.6	ug
 	15	2005	050719	Miscellaneous litter	69.75	ug
 	15	2005	050719	Petalostemum purpureum	3.65	ug
 	15	2005	050719	Poa pratensis	14.05	ug
 	15	2005	050719	Polygonum tenue	0.7	ug
 	15	2005	050719	Schizachyrium scoparium	8.1	ug
 	15	2005	050719	Silene antirrhina	0.25	ug
 	15	2005	050719	Solidago nemoralis	3.35	ug
 	16	2005	050718	Anemone cylindrica	11.6	g
 	16	2005	050718	Bouteloua gracilis	1.55	g
 	16	2005	050718	Carex sp.	0.25	g
 	16	2005	050718	Koeleria cristata	5.1	g
 	16	2005	050718	Lespedeza capitata	0.65	g
 	16	2005	050718	Linaria vulgaris	7.55	g
 	16	2005	050718	Miscellaneous litter	76.95	g
 	16	2005	050718	Panicum virgatum	0.4	g
 	16	2005	050718	Petalostemum purpureum	14.6	g
 	16	2005	050718	Poa pratensis	8.15	g
 	16	2005	050718	Schizachyrium scoparium	8.7	g
 	16	2005	050718	Solidago nemoralis	28.35	g
 	16	2005	050719	Anemone cylindrica	11.45	ug
 	16	2005	050719	Asclepias tuberosa	0.7	ug
 	16	2005	050719	Astragalus canadensis	38.8	ug
 	16	2005	050719	Euphorbia corollata	3.5	ug
 	16	2005	050719	Koeleria cristata	3.4	ug
 	16	2005	050719	Linaria vulgaris	1.35	ug
 	16	2005	050719	Miscellaneous litter	105.75	ug
 	16	2005	050719	Petalostemum purpureum	1.7	ug
 	16	2005	050719	Poa pratensis	16.75	ug
 	16	2005	050719	Schizachyrium scoparium	27.85	ug
 	16	2005	050719	Silene antirrhina	0.15	ug
 	16	2005	050719	Solidago nemoralis	6.9	ug
 	17	2005	050718	Achillea millefolium (lanulosa)	0.93	g
 	17	2005	050718	Andropogon gerardi	26.1	g
 	17	2005	050718	Anemone cylindrica	20.75	g
 	17	2005	050718	Asclepias tuberosa	1.03	g
 	17	2005	050718	Aster azureus	0.35	g
 	17	2005	050718	Bouteloua gracilis	9.55	g
 	17	2005	050718	Coreopsis palmata	9	g
 	17	2005	050718	Euphorbia corollata	0.63	g
 	17	2005	050718	Lespedeza capitata	0.92	g
 	17	2005	050718	Liatris aspera	3.45	g
 	17	2005	050718	Miscellaneous litter	82.3	g
 	17	2005	050718	Petalostemum purpureum	32.9	g
 	17	2005	050718	Poa pratensis	4.3	g
 	17	2005	050718	Schizachyrium scoparium	5.3	g
 	17	2005	050718	Solidago nemoralis	16.15	g
 	17	2005	050718	Sorghastrum nutans	1.19	g
 	17	2005	050721	Achillea millefolium (lanulosa)	3.25	ug
 	17	2005	050721	Andropogon gerardi	67.4	ug
 	17	2005	050721	Anemone cylindrica	0.5	ug
 	17	2005	050721	Asclepias tuberosa	18.15	ug
 	17	2005	050721	Aster azureus	2.55	ug
 	17	2005	050721	Coreopsis palmata	5.5	ug
 	17	2005	050721	Koeleria cristata	3.45	ug
 	17	2005	050721	Lepidium densiflorum	0.75	ug
 	17	2005	050721	Lespedeza capitata	27.55	ug
 	17	2005	050721	Liatris aspera	10.25	ug
 	17	2005	050721	Miscellaneous litter	60.35	ug
 	17	2005	050721	Panicum virgatum	0.4	ug
 	17	2005	050721	Petalostemum purpureum	4.3	ug
 	17	2005	050721	Poa pratensis	14.3	ug
 	17	2005	050721	Schizachyrium scoparium	3.65	ug
 	17	2005	050721	Solidago nemoralis	5.3	ug
 	17	2005	050721	Sorghastrum nutans	5.35	ug
 	18	2005	050718	Agropyron repens	1.05	g
 	18	2005	050718	Anemone cylindrica	2.1	g
 	18	2005	050718	Koeleria cristata	3.6	g
 	18	2005	050718	Lepidium densiflorum	0.05	g
 	18	2005	050718	Lespedeza capitata	0.1	g
 	18	2005	050718	Liatris aspera	19.65	g
 	18	2005	050718	Miscellaneous litter	47.35	g
 	18	2005	050718	Poa pratensis	3.8	g
 	18	2005	050718	Polygonum tenue	0.4	g
 	18	2005	050718	Schizachyrium scoparium	4.15	g
 	18	2005	050719	Achillea millefolium (lanulosa)	1.1	ug
 	18	2005	050719	Andropogon gerardi	8.7	ug
 	18	2005	050719	Koeleria cristata	7.3	ug
 	18	2005	050719	Lepidium densiflorum	0.9	ug
 	18	2005	050719	Lespedeza capitata	0.06	ug
