"Experiment number"	"Plot number"	"Year"	"Sampling date (YYMMDD)"	"Species name"	"Species Biomass (g/m2)"	"Grazed"
123	1	1996	960626	Miscellaneous litter	166.65	pre
123	1	1996	960626	Miscellaneous sp.	122.85	pre
123	1	1996	960723	Miscellaneous litter	90.7	pre
123	1	1996	960723	Miscellaneous sp.	85.25	pre
123	1	1996	960819	Miscellaneous litter	160.95	pre
123	1	1996	960819	Miscellaneous sp.	251.1	pre
123	2	1996	960626	Miscellaneous litter	127.7	pre
123	2	1996	960626	Miscellaneous sp.	95.7	pre
123	2	1996	960723	Miscellaneous litter	89.4	pre
123	2	1996	960723	Miscellaneous sp.	131	pre
123	2	1996	960819	Miscellaneous litter	113.45	pre
123	2	1996	960819	Miscellaneous sp.	269.85	pre
123	3	1996	960626	Miscellaneous litter	56.6	pre
123	3	1996	960626	Miscellaneous sp.	47.25	pre
123	3	1996	960723	Miscellaneous litter	35.95	pre
123	3	1996	960723	Miscellaneous sp.	47.9	pre
123	3	1996	960819	Miscellaneous litter	28.9	pre
123	3	1996	960819	Miscellaneous sp.	49.1	pre
123	4	1996	960626	Miscellaneous litter	74.7	pre
123	4	1996	960626	Miscellaneous sp.	177.25	pre
123	4	1996	960723	Miscellaneous litter	4.55	pre
123	4	1996	960723	Miscellaneous sp.	67.85	pre
123	4	1996	960819	Miscellaneous litter	27.4	pre
123	4	1996	960819	Miscellaneous sp.	235.8	pre
123	5	1996	960626	Miscellaneous litter	170.25	pre
123	5	1996	960626	Miscellaneous sp.	189.5	pre
123	5	1996	960723	Miscellaneous litter	313.35	pre
123	5	1996	960723	Miscellaneous sp.	370.95	pre
123	5	1996	960819	Miscellaneous litter	177.1	pre
123	5	1996	960819	Miscellaneous sp.	207	pre
123	6	1996	960626	Miscellaneous litter	71.4	pre
123	6	1996	960626	Miscellaneous sp.	116.65	pre
123	6	1996	960723	Miscellaneous litter	30.2	pre
123	6	1996	960723	Miscellaneous sp.	84.3	pre
123	6	1996	960819	Miscellaneous litter	79.65	pre
123	6	1996	960819	Miscellaneous sp.	73.2	pre
123	7	1996	960626	Miscellaneous litter	153.05	pre
123	7	1996	960626	Miscellaneous sp.	139.75	pre
123	7	1996	960723	Miscellaneous litter	104.6	pre
123	7	1996	960723	Miscellaneous sp.	82.65	pre
123	7	1996	960819	Miscellaneous litter	71.5	pre
123	7	1996	960819	Miscellaneous sp.	104.15	pre
123	8	1996	960626	Miscellaneous litter	79.6	pre
123	8	1996	960626	Miscellaneous sp.	48.7	pre
123	8	1996	960723	Miscellaneous litter	190.35	pre
123	8	1996	960723	Miscellaneous sp.	113.4	pre
123	8	1996	960819	Miscellaneous litter	110.95	pre
123	8	1996	960819	Miscellaneous sp.	201.9	pre
123	9	1996	960627	Miscellaneous litter	48.45	pre
123	9	1996	960627	Miscellaneous sp.	61.95	pre
123	9	1996	960723	Miscellaneous litter	91.75	pre
123	9	1996	960723	Miscellaneous sp.	111.6	pre
123	9	1996	960819	Miscellaneous litter	30.05	pre
123	9	1996	960819	Miscellaneous sp.	10	pre
123	10	1996	960626	Miscellaneous litter	4.25	pre
123	10	1996	960626	Miscellaneous sp.	25.55	pre
123	10	1996	960723	Miscellaneous litter	6.1	pre
123	10	1996	960723	Miscellaneous sp.	60.5	pre
123	10	1996	960819	Miscellaneous litter	1.85	pre
123	10	1996	960819	Miscellaneous sp.	9.5	pre
123	11	1996	960626	Miscellaneous litter	47.1	pre
123	11	1996	960626	Miscellaneous sp.	72.8	pre
123	11	1996	960723	Miscellaneous litter	19.25	pre
123	11	1996	960723	Miscellaneous sp.	67.05	pre
123	11	1996	960819	Miscellaneous litter	33.4	pre
123	11	1996	960819	Miscellaneous sp.	92.45	pre
123	12	1996	960626	Miscellaneous litter	85.75	pre
123	12	1996	960626	Miscellaneous sp.	60.8	pre
123	12	1996	960723	Miscellaneous litter	12.75	pre
123	12	1996	960723	Miscellaneous sp.	14.95	pre
123	12	1996	960819	Miscellaneous litter	19.85	pre
123	12	1996	960819	Miscellaneous sp.	53.2	pre
123	13	1996	960626	Miscellaneous litter	66.05	pre
123	13	1996	960626	Miscellaneous sp.	93.6	pre
123	13	1996	960723	Miscellaneous litter	87.8	pre
123	13	1996	960723	Miscellaneous sp.	74.55	pre
123	13	1996	960819	Miscellaneous litter	52.95	pre
123	13	1996	960819	Miscellaneous sp.	64.4	pre
123	14	1996	960626	Miscellaneous litter	216.4	pre
123	14	1996	960626	Miscellaneous sp.	212.15	pre
123	14	1996	960723	Miscellaneous litter	230	pre
123	14	1996	960723	Miscellaneous sp.	350.7	pre
123	14	1996	960819	Miscellaneous litter	361.1	pre
123	14	1996	960819	Miscellaneous sp.	509.65	pre
123	15	1996	960626	Miscellaneous litter	169.1	pre
123	15	1996	960626	Miscellaneous sp.	92.3	pre
123	15	1996	960723	Miscellaneous litter	180.65	pre
123	15	1996	960723	Miscellaneous sp.	222	pre
123	15	1996	960819	Miscellaneous litter	134.2	pre
123	15	1996	960819	Miscellaneous sp.	159.7	pre
123	16	1996	960626	Miscellaneous litter	98.65	pre
123	16	1996	960626	Miscellaneous sp.	79.6	pre
123	16	1996	960723	Miscellaneous litter	160.3	pre
123	16	1996	960723	Miscellaneous sp.	155.6	pre
123	16	1996	960819	Miscellaneous litter	119.5	pre
123	16	1996	960819	Miscellaneous sp.	342.6	pre
123	17	1996	960626	Miscellaneous litter	332.05	pre
123	17	1996	960626	Miscellaneous sp.	257.55	pre
123	17	1996	960723	Miscellaneous litter	187.65	pre
123	17	1996	960723	Miscellaneous sp.	327.4	pre
123	17	1996	960819	Miscellaneous litter	123.8	pre
123	17	1996	960819	Miscellaneous sp.	226	pre
123	18	1996	960626	Miscellaneous litter	33.15	pre
123	18	1996	960626	Miscellaneous sp.	21.55	pre
123	18	1996	960723	Miscellaneous litter	119.95	pre
123	18	1996	960723	Miscellaneous sp.	244.75	pre
123	18	1996	960819	Miscellaneous litter	19.75	pre
123	18	1996	960819	Miscellaneous sp.	85.15	pre
123	19	1996	960626	Miscellaneous litter	78.9	pre
123	19	1996	960626	Miscellaneous sp.	95.95	pre
123	19	1996	960723	Miscellaneous litter	99.45	pre
123	19	1996	960723	Miscellaneous sp.	81.1	pre
123	19	1996	960819	Miscellaneous litter	41.2	pre
123	19	1996	960819	Miscellaneous sp.	94.8	pre
123	20	1996	960626	Miscellaneous litter	0.85	pre
123	20	1996	960626	Miscellaneous sp.	9.6	pre
123	20	1996	960723	Miscellaneous litter	4.45	pre
123	20	1996	960723	Miscellaneous sp.	19.25	pre
123	20	1996	960819	Miscellaneous sp.	71.85	pre
123	21	1996	960626	Miscellaneous litter	15.75	pre
123	21	1996	960626	Miscellaneous sp.	64.7	pre
123	21	1996	960723	Miscellaneous litter	58.5	pre
123	21	1996	960723	Miscellaneous sp.	111.85	pre
123	21	1996	960819	Miscellaneous litter	3.25	pre
123	21	1996	960819	Miscellaneous sp.	69.9	pre
123	22	1996	960627	Miscellaneous litter	35.1	pre
123	22	1996	960627	Miscellaneous sp.	10.6	pre
123	22	1996	960723	Miscellaneous litter	12.75	pre
123	22	1996	960723	Miscellaneous sp.	8.05	pre
123	22	1996	960819	Miscellaneous litter	26.05	pre
123	22	1996	960819	Miscellaneous sp.	94.55	pre
123	23	1996	960627	Miscellaneous litter	24.5	pre
123	23	1996	960627	Miscellaneous sp.	33.7	pre
123	23	1996	960723	Miscellaneous litter	1.9	pre
123	23	1996	960723	Miscellaneous sp.	51.45	pre
123	23	1996	960819	Miscellaneous litter	78.2	pre
123	23	1996	960819	Miscellaneous sp.	101	pre
123	24	1996	960627	Miscellaneous litter	77.9	pre
123	24	1996	960627	Miscellaneous sp.	60.15	pre
123	24	1996	960723	Miscellaneous litter	64.25	pre
123	24	1996	960723	Miscellaneous sp.	101.65	pre
123	24	1996	960819	Miscellaneous litter	57.2	pre
123	24	1996	960819	Miscellaneous sp.	106.15	pre
123	25	1996	960627	Miscellaneous litter	46.85	pre
123	25	1996	960627	Miscellaneous sp.	7.45	pre
123	25	1996	960723	Miscellaneous litter	47.4	pre
123	25	1996	960723	Miscellaneous sp.	237.75	pre
123	25	1996	960819	Miscellaneous litter	1.65	pre
123	25	1996	960819	Miscellaneous sp.	15.55	pre
123	26	1996	960627	Miscellaneous litter	87.3	pre
123	26	1996	960627	Miscellaneous sp.	133	pre
123	26	1996	960723	Miscellaneous litter	83.8	pre
123	26	1996	960723	Miscellaneous sp.	218.4	pre
123	26	1996	960819	Miscellaneous litter	80.3	pre
123	26	1996	960819	Miscellaneous sp.	271.15	pre
123	27	1996	960627	Miscellaneous litter	45.55	pre
123	27	1996	960627	Miscellaneous sp.	150.35	pre
123	27	1996	960723	Miscellaneous litter	39.05	pre
123	27	1996	960723	Miscellaneous sp.	155.75	pre
123	27	1996	960819	Miscellaneous litter	123.55	pre
123	27	1996	960819	Miscellaneous sp.	345.45	pre
123	28	1996	960627	Miscellaneous litter	232.9	pre
123	28	1996	960627	Miscellaneous sp.	235.75	pre
123	28	1996	960723	Miscellaneous litter	155	pre
123	28	1996	960723	Miscellaneous sp.	176.7	pre
123	28	1996	960819	Miscellaneous litter	178.65	pre
123	28	1996	960819	Miscellaneous sp.	180.75	pre
123	29	1996	960627	Miscellaneous litter	209.4	pre
123	29	1996	960627	Miscellaneous sp.	243.35	pre
123	29	1996	960723	Miscellaneous litter	211.4	pre
123	29	1996	960723	Miscellaneous sp.	216.75	pre
123	29	1996	960819	Miscellaneous litter	109.15	pre
123	29	1996	960819	Miscellaneous sp.	142.55	pre
123	30	1996	960627	Miscellaneous litter	220.7	pre
123	30	1996	960627	Miscellaneous sp.	132.65	pre
123	30	1996	960723	Miscellaneous litter	135.7	pre
123	30	1996	960723	Miscellaneous sp.	119.4	pre
123	30	1996	960819	Miscellaneous litter	143.5	pre
123	30	1996	960819	Miscellaneous sp.	72.8	pre
123	31	1996	960627	Miscellaneous litter	86.05	pre
123	31	1996	960627	Miscellaneous sp.	186.45	pre
123	31	1996	960723	Miscellaneous litter	52.45	pre
123	31	1996	960723	Miscellaneous sp.	83.75	pre
123	31	1996	960819	Miscellaneous litter	14.2	pre
123	31	1996	960819	Miscellaneous sp.	105.85	pre
123	32	1996	960627	Miscellaneous litter	77.3	pre
123	32	1996	960627	Miscellaneous sp.	154.3	pre
123	32	1996	960723	Miscellaneous litter	255	pre
123	32	1996	960723	Miscellaneous sp.	331.65	pre
123	32	1996	960819	Miscellaneous litter	298.25	pre
123	32	1996	960819	Miscellaneous sp.	388.65	pre
123	33	1996	960627	Miscellaneous litter	308.45	pre
123	33	1996	960627	Miscellaneous sp.	258.35	pre
123	33	1996	960723	Miscellaneous litter	327.95	pre
123	33	1996	960723	Miscellaneous sp.	477	pre
123	33	1996	960819	Miscellaneous litter	145.9	pre
123	33	1996	960819	Miscellaneous sp.	304.8	pre
123	34	1996	960627	Miscellaneous litter	130.85	pre
123	34	1996	960627	Miscellaneous sp.	107.25	pre
123	34	1996	960723	Miscellaneous litter	109.7	pre
123	34	1996	960723	Miscellaneous sp.	151.7	pre
123	34	1996	960819	Miscellaneous litter	169	pre
123	34	1996	960819	Miscellaneous sp.	244.95	pre
123	35	1996	960627	Miscellaneous litter	0.2	pre
123	35	1996	960627	Miscellaneous sp.	0.25	pre
123	35	1996	960723	Miscellaneous litter	5.2	pre
123	35	1996	960723	Miscellaneous sp.	44.8	pre
123	35	1996	960819	Miscellaneous litter	18.05	pre
123	35	1996	960819	Miscellaneous sp.	188.55	pre
123	36	1996	960627	Miscellaneous litter	41.65	pre
123	36	1996	960627	Miscellaneous sp.	47.6	pre
123	36	1996	960723	Miscellaneous litter	27.7	pre
123	36	1996	960723	Miscellaneous sp.	42.85	pre
123	36	1996	960819	Miscellaneous sp.	30.5	pre
123	37	1996	960627	Miscellaneous litter	37.9	pre
123	37	1996	960627	Miscellaneous sp.	31.5	pre
123	37	1996	960723	Miscellaneous litter	61.15	pre
123	37	1996	960723	Miscellaneous sp.	77.25	pre
123	37	1996	960819	Miscellaneous litter	103.85	pre
123	37	1996	960819	Miscellaneous sp.	45.5	pre
123	38	1996	960627	Miscellaneous litter	103.05	pre
123	38	1996	960627	Miscellaneous sp.	56.5	pre
123	38	1996	960723	Miscellaneous litter	64.05	pre
123	38	1996	960723	Miscellaneous sp.	81.55	pre
123	38	1996	960819	Miscellaneous litter	23.6	pre
123	38	1996	960819	Miscellaneous sp.	37.8	pre
123	39	1996	960627	Miscellaneous litter	4.45	pre
123	39	1996	960627	Miscellaneous sp.	66.8	pre
123	39	1996	960723	Miscellaneous litter	83.7	pre
123	39	1996	960723	Miscellaneous sp.	226.3	pre
123	39	1996	960819	Miscellaneous litter	12.8	pre
123	39	1996	960819	Miscellaneous sp.	124.15	pre
123	40	1996	960627	Miscellaneous litter	97.75	pre
123	40	1996	960627	Miscellaneous sp.	110.6	pre
123	40	1996	960723	Miscellaneous litter	105.4	pre
123	40	1996	960723	Miscellaneous sp.	168.5	pre
123	40	1996	960819	Miscellaneous litter	90.3	pre
123	40	1996	960819	Miscellaneous sp.	93.3	pre
123	41	1996	960627	Miscellaneous litter	203.35	pre
123	41	1996	960627	Miscellaneous sp.	241.2	pre
123	41	1996	960723	Miscellaneous litter	112.1	pre
123	41	1996	960723	Miscellaneous sp.	178.25	pre
123	41	1996	960819	Miscellaneous litter	64.95	pre
123	41	1996	960819	Miscellaneous sp.	151.2	pre
123	42	1996	960627	Miscellaneous litter	179.6	pre
123	42	1996	960627	Miscellaneous sp.	161.45	pre
123	42	1996	960723	Miscellaneous litter	138.65	pre
123	42	1996	960723	Miscellaneous sp.	155.25	pre
123	42	1996	960819	Miscellaneous litter	80.85	pre
123	42	1996	960819	Miscellaneous sp.	89.4	pre
123	43	1996	960627	Miscellaneous litter	0.305	pre
123	43	1996	960627	Miscellaneous sp.	71.35	pre
123	43	1996	960723	Miscellaneous litter	0	pre
123	43	1996	960723	Miscellaneous sp.	43.95	pre
123	43	1996	960819	Miscellaneous sp.	13.6	pre
123	44	1996	960627	Miscellaneous litter	256.75	pre
123	44	1996	960627	Miscellaneous sp.	180.3	pre
123	44	1996	960723	Miscellaneous litter	57.4	pre
123	44	1996	960723	Miscellaneous sp.	29.95	pre
123	44	1996	960819	Miscellaneous litter	109.65	pre
123	44	1996	960819	Miscellaneous sp.	82.8	pre
123	45	1996	960627	Miscellaneous litter	129.65	pre
123	45	1996	960627	Miscellaneous sp.	157.05	pre
123	45	1996	960723	Miscellaneous litter	112.55	pre
123	45	1996	960723	Miscellaneous sp.	169.8	pre
123	45	1996	960819	Miscellaneous litter	215.75	pre
123	45	1996	960819	Miscellaneous sp.	251	pre
123	46	1996	960627	Miscellaneous litter	128.15	pre
123	46	1996	960627	Miscellaneous sp.	96.45	pre
123	46	1996	960723	Miscellaneous litter	106.3	pre
123	46	1996	960723	Miscellaneous sp.	68	pre
123	46	1996	960819	Miscellaneous litter	179.05	pre
123	46	1996	960819	Miscellaneous sp.	129.8	pre
123	47	1996	960627	Miscellaneous litter	117.9	pre
123	47	1996	960627	Miscellaneous sp.	80.6	pre
123	47	1996	960723	Miscellaneous litter	66.7	pre
123	47	1996	960723	Miscellaneous sp.	88.75	pre
123	47	1996	960819	Miscellaneous litter	180.4	pre
123	47	1996	960819	Miscellaneous sp.	175.2	pre
123	48	1996	960627	Miscellaneous litter	104	pre
123	48	1996	960627	Miscellaneous sp.	92.7	pre
123	48	1996	960723	Miscellaneous litter	156.1	pre
123	48	1996	960723	Miscellaneous sp.	147.1	pre
123	48	1996	960819	Miscellaneous litter	235.65	pre
123	48	1996	960819	Miscellaneous sp.	359.45	pre
123	49	1996	960627	Miscellaneous litter	213.25	pre
123	49	1996	960627	Miscellaneous sp.	162.1	pre
123	49	1996	960723	Miscellaneous litter	65.2	pre
123	49	1996	960723	Miscellaneous sp.	63.5	pre
123	49	1996	960819	Miscellaneous litter	128.85	pre
123	49	1996	960819	Miscellaneous sp.	92.6	pre
123	50	1996	960627	Miscellaneous litter	3.505	pre
123	50	1996	960627	Miscellaneous sp.	42	pre
123	50	1996	960723	Miscellaneous litter	53.7	pre
123	50	1996	960723	Miscellaneous sp.	142.35	pre
123	50	1996	960819	Miscellaneous litter	45.05	pre
123	50	1996	960819	Miscellaneous sp.	97.85	pre
123	51	1996	960627	Miscellaneous litter	56.8	pre
123	51	1996	960627	Miscellaneous sp.	41.65	pre
123	51	1996	960723	Miscellaneous litter	174.8	pre
123	51	1996	960723	Miscellaneous sp.	172.75	pre
123	51	1996	960819	Miscellaneous litter	71.5	pre
123	51	1996	960819	Miscellaneous sp.	69.95	pre
123	52	1996	960627	Miscellaneous litter	180.25	pre
123	52	1996	960627	Miscellaneous sp.	154	pre
123	52	1996	960723	Miscellaneous litter	90	pre
123	52	1996	960723	Miscellaneous sp.	65.5	pre
123	52	1996	960819	Miscellaneous litter	30.8	pre
123	52	1996	960819	Miscellaneous sp.	57.8	pre
123	53	1996	960627	Miscellaneous litter	15.1	pre
123	53	1996	960627	Miscellaneous sp.	49.8	pre
123	53	1996	960723	Miscellaneous litter	24.85	pre
123	53	1996	960723	Miscellaneous sp.	44.7	pre
123	53	1996	960819	Miscellaneous litter	101.35	pre
123	53	1996	960819	Miscellaneous sp.	102.65	pre
123	54	1996	960627	Miscellaneous litter	143.45	pre
123	54	1996	960627	Miscellaneous sp.	139.6	pre
123	54	1996	960724	Miscellaneous litter	141.25	pre
123	54	1996	960724	Miscellaneous sp.	118.85	pre
123	54	1996	960819	Miscellaneous litter	120.25	pre
123	54	1996	960819	Miscellaneous sp.	62.35	pre
123	55	1996	960627	Miscellaneous litter	175.35	pre
123	55	1996	960627	Miscellaneous sp.	168.35	pre
123	55	1996	960723	Miscellaneous litter	459.8	pre
123	55	1996	960723	Miscellaneous sp.	145.45	pre
123	55	1996	960819	Miscellaneous litter	209.5	pre
123	55	1996	960819	Miscellaneous sp.	404.7	pre
123	56	1996	960627	Miscellaneous litter	23.6	pre
123	56	1996	960627	Miscellaneous sp.	88.45	pre
123	56	1996	960723	Miscellaneous litter	18.2	pre
123	56	1996	960723	Miscellaneous sp.	35.3	pre
123	56	1996	960819	Miscellaneous litter	53.95	pre
123	56	1996	960819	Miscellaneous sp.	67.9	pre
123	57	1996	960627	Miscellaneous litter	54	pre
123	57	1996	960627	Miscellaneous sp.	81.7	pre
123	57	1996	960723	Miscellaneous litter	127.65	pre
123	57	1996	960723	Miscellaneous sp.	259.5	pre
123	57	1996	960819	Miscellaneous litter	160.5	pre
123	57	1996	960819	Miscellaneous sp.	194.05	pre
123	58	1996	960627	Miscellaneous litter	72.75	pre
123	58	1996	960627	Miscellaneous sp.	110.2	pre
123	58	1996	960723	Miscellaneous litter	77.8	pre
123	58	1996	960723	Miscellaneous sp.	87.05	pre
123	58	1996	960819	Miscellaneous litter	125.95	pre
123	58	1996	960819	Miscellaneous sp.	110.55	pre
123	59	1996	960627	Miscellaneous litter	38.85	pre
123	59	1996	960627	Miscellaneous sp.	54.25	pre
123	59	1996	960723	Miscellaneous litter	22.75	pre
123	59	1996	960723	Miscellaneous sp.	77.5	pre
123	59	1996	960819	Miscellaneous litter	15.05	pre
123	59	1996	960819	Miscellaneous sp.	52.2	pre
123	60	1996	960627	Miscellaneous litter	111	pre
123	60	1996	960627	Miscellaneous sp.	237.7	pre
123	60	1996	960723	Miscellaneous litter	190.3	pre
123	60	1996	960723	Miscellaneous sp.	131.6	pre
123	60	1996	960819	Miscellaneous litter	204.9	pre
123	60	1996	960819	Miscellaneous sp.	178.05	pre
123	61	1996	960627	Miscellaneous litter	98.8	pre
123	61	1996	960627	Miscellaneous sp.	77	pre
123	61	1996	960723	Miscellaneous litter	9.6	pre
123	61	1996	960723	Miscellaneous sp.	16.65	pre
123	61	1996	960819	Miscellaneous litter	180.65	pre
123	61	1996	960819	Miscellaneous sp.	108.5	pre
123	62	1996	960627	Miscellaneous litter	169.05	pre
123	62	1996	960627	Miscellaneous sp.	198.75	pre
123	62	1996	960724	Miscellaneous litter	76.25	pre
123	62	1996	960724	Miscellaneous sp.	127.8	pre
123	62	1996	960819	Miscellaneous litter	131.05	pre
123	62	1996	960819	Miscellaneous sp.	158.85	pre
123	63	1996	960627	Miscellaneous litter	57.65	pre
123	63	1996	960627	Miscellaneous sp.	44.15	pre
123	63	1996	960723	Miscellaneous litter	37.25	pre
123	63	1996	960723	Miscellaneous sp.	6.7	pre
123	63	1996	960819	Miscellaneous litter	85.75	pre
123	63	1996	960819	Miscellaneous sp.	96.5	pre
123	64	1996	960627	Miscellaneous litter	72.75	pre
123	64	1996	960627	Miscellaneous sp.	58.9	pre
123	64	1996	960723	Miscellaneous litter	62.1	pre
123	64	1996	960723	Miscellaneous sp.	67.65	pre
123	64	1996	960819	Miscellaneous litter	42.55	pre
123	64	1996	960819	Miscellaneous sp.	82.6	pre
123	65	1996	960627	Miscellaneous litter	58.3	pre
123	65	1996	960627	Miscellaneous sp.	124.1	pre
123	65	1996	960724	Miscellaneous litter	10.75	pre
123	65	1996	960724	Miscellaneous sp.	89.65	pre
123	65	1996	960819	Miscellaneous litter	12.7	pre
123	65	1996	960819	Miscellaneous sp.	34.3	pre
123	66	1996	960627	Miscellaneous litter	3.25	pre
123	66	1996	960627	Miscellaneous sp.	21.6	pre
123	66	1996	960724	Miscellaneous litter	8.3	pre
123	66	1996	960724	Miscellaneous sp.	31.1	pre
123	66	1996	960819	Miscellaneous sp.	51.95	pre
123	67	1996	960627	Miscellaneous litter	170.3	pre
123	67	1996	960627	Miscellaneous sp.	176.2	pre
123	67	1996	960724	Miscellaneous litter	102.5	pre
123	67	1996	960724	Miscellaneous sp.	176.75	pre
123	67	1996	960819	Miscellaneous litter	222.1	pre
123	67	1996	960819	Miscellaneous sp.	89.4	pre
123	68	1996	960627	Miscellaneous litter	191.2	pre
123	68	1996	960627	Miscellaneous sp.	158.6	pre
123	68	1996	960724	Miscellaneous litter	344.15	pre
123	68	1996	960724	Miscellaneous sp.	182.15	pre
123	68	1996	960819	Miscellaneous litter	151.45	pre
123	68	1996	960819	Miscellaneous sp.	103.1	pre
123	69	1996	960627	Miscellaneous litter	77.15	pre
123	69	1996	960627	Miscellaneous sp.	96.65	pre
123	69	1996	960724	Miscellaneous litter	60.7	pre
123	69	1996	960724	Miscellaneous sp.	16.35	pre
123	69	1996	960819	Miscellaneous litter	111.5	pre
123	69	1996	960819	Miscellaneous sp.	37.75	pre
123	70	1996	960627	Miscellaneous litter	38.3	pre
123	70	1996	960627	Miscellaneous sp.	89.7	pre
123	70	1996	960724	Miscellaneous litter	233.75	pre
123	70	1996	960724	Miscellaneous sp.	397.25	pre
123	70	1996	960819	Miscellaneous litter	86.25	pre
123	70	1996	960819	Miscellaneous sp.	363.35	pre
123	71	1996	960627	Miscellaneous litter	54.45	pre
123	71	1996	960627	Miscellaneous sp.	75.15	pre
123	71	1996	960724	Miscellaneous litter	278.3	pre
123	71	1996	960724	Miscellaneous sp.	280.55	pre
123	71	1996	960819	Miscellaneous litter	36.9	pre
123	71	1996	960819	Miscellaneous sp.	166.25	pre
123	72	1996	960627	Miscellaneous litter	191.05	pre
123	72	1996	960627	Miscellaneous sp.	168.1	pre
123	72	1996	960724	Miscellaneous litter	238.9	pre
123	72	1996	960724	Miscellaneous sp.	141.8	pre
123	72	1996	960820	Miscellaneous litter	158.25	pre
123	72	1996	960820	Miscellaneous sp.	168	pre
123	73	1996	960627	Miscellaneous litter	80.3	pre
123	73	1996	960627	Miscellaneous sp.	122.95	pre
123	73	1996	960724	Miscellaneous litter	273.85	pre
123	73	1996	960724	Miscellaneous sp.	136.85	pre
123	73	1996	960820	Miscellaneous litter	36.45	pre
123	73	1996	960820	Miscellaneous sp.	92.4	pre
123	74	1996	960627	Miscellaneous litter	173.3	pre
123	74	1996	960627	Miscellaneous sp.	179.1	pre
123	74	1996	960724	Miscellaneous litter	238.3	pre
123	74	1996	960724	Miscellaneous sp.	189.8	pre
123	74	1996	960820	Miscellaneous litter	58.45	pre
123	74	1996	960820	Miscellaneous sp.	91.5	pre
123	75	1996	960627	Miscellaneous litter	218.5	pre
123	75	1996	960627	Miscellaneous sp.	177.9	pre
123	75	1996	960724	Miscellaneous litter	239.2	pre
123	75	1996	960724	Miscellaneous sp.	188.3	pre
123	75	1996	960820	Miscellaneous litter	111.35	pre
123	75	1996	960820	Miscellaneous sp.	100.25	pre
123	76	1996	960627	Miscellaneous litter	95.15	pre
123	76	1996	960627	Miscellaneous sp.	191.65	pre
123	76	1996	960724	Miscellaneous litter	146.2	pre
123	76	1996	960724	Miscellaneous sp.	352.2	pre
123	76	1996	960820	Miscellaneous litter	63.25	pre
123	76	1996	960820	Miscellaneous sp.	252.25	pre
123	77	1996	960627	Miscellaneous litter	104.6	pre
123	77	1996	960627	Miscellaneous sp.	92.4	pre
123	77	1996	960724	Miscellaneous litter	234.35	pre
123	77	1996	960724	Miscellaneous sp.	143.05	pre
123	77	1996	960820	Miscellaneous litter	77.45	pre
123	77	1996	960820	Miscellaneous sp.	110.7	pre
123	78	1996	960627	Miscellaneous litter	79.95	pre
123	78	1996	960627	Miscellaneous sp.	76.35	pre
123	78	1996	960724	Miscellaneous litter	452.35	pre
123	78	1996	960724	Miscellaneous sp.	253.45	pre
123	78	1996	960820	Miscellaneous litter	120.3	pre
123	78	1996	960820	Miscellaneous sp.	75.2	pre
123	79	1996	960627	Miscellaneous litter	1.06	pre
123	79	1996	960627	Miscellaneous sp.	8.215	pre
123	79	1996	960724	Miscellaneous litter	13.5	pre
123	79	1996	960724	Miscellaneous sp.	98.5	pre
123	79	1996	960820	Miscellaneous litter	2.9	pre
123	79	1996	960820	Miscellaneous sp.	37.7	pre
123	80	1996	960627	Miscellaneous litter	123.15	pre
123	80	1996	960627	Miscellaneous sp.	103.8	pre
123	80	1996	960724	Miscellaneous litter	611.65	pre
123	80	1996	960724	Miscellaneous sp.	463.05	pre
123	80	1996	960820	Miscellaneous litter	220.45	pre
123	80	1996	960820	Miscellaneous sp.	155.25	pre
123	81	1996	960627	Miscellaneous litter	123.2	pre
123	81	1996	960627	Miscellaneous sp.	95.45	pre
123	81	1996	960724	Miscellaneous litter	555.1	pre
123	81	1996	960724	Miscellaneous sp.	300.8	pre
123	81	1996	960820	Miscellaneous litter	16.45	pre
123	81	1996	960820	Miscellaneous sp.	42.5	pre
123	82	1996	960627	Miscellaneous litter	106.15	pre
123	82	1996	960627	Miscellaneous sp.	86.15	pre
123	82	1996	960724	Miscellaneous litter	256.1	pre
123	82	1996	960724	Miscellaneous sp.	280.6	pre
123	82	1996	960820	Miscellaneous litter	327.4	pre
123	82	1996	960820	Miscellaneous sp.	256.1	pre
123	83	1996	960627	Miscellaneous litter	28.95	pre
123	83	1996	960627	Miscellaneous sp.	123.15	pre
123	83	1996	960724	Miscellaneous litter	99.1	pre
123	83	1996	960724	Miscellaneous sp.	222.1	pre
123	83	1996	960820	Miscellaneous litter	42.75	pre
123	83	1996	960820	Miscellaneous sp.	128.95	pre
123	84	1996	960627	Miscellaneous litter	227.55	pre
123	84	1996	960627	Miscellaneous sp.	324.45	pre
123	84	1996	960724	Miscellaneous litter	215.6	pre
123	84	1996	960724	Miscellaneous sp.	67.65	pre
123	84	1996	960820	Miscellaneous litter	315.45	pre
123	84	1996	960820	Miscellaneous sp.	340.2	pre
123	85	1996	960627	Miscellaneous litter	189.55	pre
123	85	1996	960627	Miscellaneous sp.	131.5	pre
123	85	1996	960724	Miscellaneous litter	333.9	pre
123	85	1996	960724	Miscellaneous sp.	269.9	pre
123	85	1996	960820	Miscellaneous litter	60.25	pre
123	85	1996	960820	Miscellaneous sp.	131.15	pre
123	86	1996	960627	Miscellaneous litter	347.05	pre
123	86	1996	960627	Miscellaneous sp.	129.2	pre
