"Field number/letter"	"Experiment number"	"Plot number"	"Subplot number"	"N Level Treatment"	"Soil Remove (in)"	"Black Dirt Added (in)"	"Competition Treatment"	"Competition Species Percentage"	"Sampling Year (YYYY)"	"Sampling Month (MM)"	"Sampling Day (DD)"	"Root biomass (g/sample)"	"Root biomass (g/m2)"	"Depth"	"Type"	"Note"
E	55	9	4	2	0	0.5	1	PV100	2002	08	26	 	85.1514	00-10	Coarse	 
E	55	9	4	2	0	0.5	1	PV100	2002	08	26	 	40.7246	10-20	Coarse	 
E	55	9	7	2	0	0.5	2	SS100	2002	08	26	 	465.2477	00-10	Fine	 
E	55	9	7	2	0	0.5	2	SS100	2002	08	26	 	56.274	20-35	Fine	 
E	55	9	7	2	0	0.5	2	SS100	2002	08	26	 	163.6389	10-20	Fine	 
E	55	9	7	2	0	0.5	2	SS100	2002	08	26	 	0	00-10	Coarse	 
E	55	9	7	2	0	0.5	2	SS100	2002	08	26	 	1239.0152	00-10	Crown	 
E	55	9	7	2	0	0.5	2	SS100	2002	08	26	 	6.4172	20-35	Coarse	 
E	55	9	7	2	0	0.5	2	SS100	2002	08	26	 	2.4682	10-20	Coarse	 
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	58.7422	10-20	Coarse	 
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	82.4365	20-35	Coarse	 
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	6.4172	10-20	Coarse	panvi
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	38.7501	20-35	Fine	 
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	101.9349	10-20	Fine	 
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	0	00-10	Coarse	 
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	381.824	00-10	Crown	 
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	205.8444	00-10	Fine	 
E	55	9	8	2	0	0.5	6	BD100	2002	08	26	 	12.5876	10-20	Fine	panvi
E	55	9	9	2	0	0.5	4	BG100	2002	08	26	 	0	00-10	Coarse	 
E	55	9	9	2	0	0.5	4	BG100	2002	08	26	 	103.9094	10-20	Fine	 
E	55	9	9	2	0	0.5	4	BG100	2002	08	26	 	0	10-20	Coarse	 
E	55	9	9	2	0	0.5	4	BG100	2002	08	26	 	244.8413	00-10	Fine	 
E	55	9	9	2	0	0.5	4	BG100	2002	08	26	 	66.8871	20-35	Fine	 
E	55	9	9	2	0	0.5	4	BG100	2002	08	26	 	0	20-35	Coarse	 
E	55	9	9	2	0	0.5	4	BG100	2002	08	26	 	549.1651	00-10	Crown	 
E	55	9	16	2	0	0.5	3	AS100	2002	08	26	 	74.0447	20-35	Fine	 
E	55	9	16	2	0	0.5	3	AS100	2002	08	26	 	0	00-10	Coarse	 
E	55	9	16	2	0	0.5	3	AS100	2002	08	26	 	28.6306	00-10	Crown	 
E	55	9	16	2	0	0.5	3	AS100	2002	08	26	 	8.3917	20-35	Coarse	 
E	55	9	16	2	0	0.5	3	AS100	2002	08	26	 	48.3759	00-10	Fine	someSS?
E	55	9	16	2	0	0.5	3	AS100	2002	08	26	 	96.505	10-20	Fine	someSS?
E	55	9	16	2	0	0.5	3	AS100	2002	08	26	 	0.9873	10-20	Coarse	 
E	55	9	22	2	0	0.5	5	AG100	2002	08	26	 	143.4	20-35	Fine	 
E	55	9	22	2	0	0.5	5	AG100	2002	08	26	 	61.9508	20-35	Coarse	 
E	55	9	22	2	0	0.5	5	AG100	2002	08	26	 	461.5455	00-10	Fine	 
E	55	9	22	2	0	0.5	5	AG100	2002	08	26	 	1386.1174	00-10	Crown	 
E	55	9	22	2	0	0.5	5	AG100	2002	08	26	 	89.3473	00-10	Coarse	 
E	55	9	22	2	0	0.5	5	AG100	2002	08	26	 	368.7428	10-20	Fine	 
E	55	9	22	2	0	0.5	5	AG100	2002	08	26	 	97.739	10-20	Coarse	 
E	55	10	2	8	4	5	4	BG100	2002	08	26	 	492.3975	00-10	Crown	 
E	55	10	2	8	4	5	4	BG100	2002	08	26	 	134.5146	10-20	Fine	 
E	55	10	2	8	4	5	4	BG100	2002	08	26	 	0	10-20	Coarse	 
E	55	10	2	8	4	5	4	BG100	2002	08	26	 	0	20-35	Coarse	 
E	55	10	2	8	4	5	4	BG100	2002	08	26	 	62.1976	20-35	Fine	 
E	55	10	2	8	4	5	4	BG100	2002	08	26	 	275.4464	00-10	Fine	 
E	55	10	2	8	4	5	4	BG100	2002	08	26	 	0	00-10	Coarse	 
E	55	10	5	8	4	5	2	SS100	2002	08	26	 	3.4554	20-35	Coarse	 
E	55	10	5	8	4	5	2	SS100	2002	08	26	 	387.7476	00-10	Fine	 
E	55	10	5	8	4	5	2	SS100	2002	08	26	 	2629.0817	00-10	Crown	 
E	55	10	5	8	4	5	2	SS100	2002	08	26	 	0	00-10	Coarse	 
E	55	10	5	8	4	5	2	SS100	2002	08	26	 	251.2585	10-20	Fine	 
E	55	10	5	8	4	5	2	SS100	2002	08	26	 	80.9556	20-35	Fine	 
E	55	10	5	8	4	5	2	SS100	2002	08	26	 	5.9236	10-20	Coarse	 
E	55	10	9	8	4	5	5	AG100	2002	08	26	 	403.7906	00-10	Fine	 
E	55	10	9	8	4	5	5	AG100	2002	08	26	 	48.8695	10-20	Coarse	 
E	55	10	9	8	4	5	5	AG100	2002	08	26	 	400.582	10-20	Fine	 
E	55	10	9	8	4	5	5	AG100	2002	08	26	 	748.5923	00-10	Crown	 
E	55	10	9	8	4	5	5	AG100	2002	08	26	 	12.094	20-35	Coarse	 
E	55	10	9	8	4	5	5	AG100	2002	08	26	 	207.0784	20-35	Fine	 
E	55	10	9	8	4	5	5	AG100	2002	08	26	 	19.4984	00-10	Coarse	 
E	55	10	14	8	4	5	1	PV100	2002	08	26	 	93.79	10-20	Coarse	 
E	55	10	14	8	4	5	1	PV100	2002	08	26	 	131.0592	20-35	Fine	 
E	55	10	14	8	4	5	1	PV100	2002	08	26	 	381.3304	00-10	Crown	 
E	55	10	14	8	4	5	1	PV100	2002	08	26	 	299.1407	00-10	Fine	 
E	55	10	14	8	4	5	1	PV100	2002	08	26	 	105.884	20-35	Coarse	 
E	55	10	14	8	4	5	1	PV100	2002	08	26	 	656.53	00-10	Coarse	 
E	55	10	14	8	4	5	1	PV100	2002	08	26	 	215.9638	10-20	Fine	 
E	55	10	16	8	4	5	3	AS100	2002	08	26	 	151.7917	00-10	Crown	 
E	55	10	16	8	4	5	3	AS100	2002	08	26	 	121.927	10-20	Fine	SS PV?
E	55	10	16	8	4	5	3	AS100	2002	08	26	 	3.9491	00-10	Coarse	 
E	55	10	16	8	4	5	3	AS100	2002	08	26	 	0	10-20	Coarse	 
E	55	10	16	8	4	5	3	AS100	2002	08	26	 	51.3377	20-35	Fine	SS PV?
E	55	10	16	8	4	5	3	AS100	2002	08	26	 	65.653	00-10	Fine	SS PV?
E	55	10	16	8	4	5	3	AS100	2002	08	26	 	38.0096	20-35	Coarse	panvi?
E	55	10	23	8	4	5	6	BD100	2002	08	26	 	0	00-10	Coarse	 
E	55	10	23	8	4	5	6	BD100	2002	08	26	 	180.4223	10-20	Fine	 
E	55	10	23	8	4	5	6	BD100	2002	08	26	 	186.3459	20-35	Fine	 
E	55	10	23	8	4	5	6	BD100	2002	08	26	 	10.6131	20-35	Coarse	 
E	55	10	23	8	4	5	6	BD100	2002	08	26	 	4.6895	10-20	Coarse	 
E	55	10	23	8	4	5	6	BD100	2002	08	26	 	797.9554	00-10	Crown	 
E	55	10	23	8	4	5	6	BD100	2002	08	26	 	383.3049	00-10	Fine	 
