"Data set title: Christopher B. Craft. 2018. Sediment elevation measurements from the GCE LTER Seawater Addition Long-Term Experiment (SALTEx) sampling sites from July 2013 to August 2022. Georgia Coastal Ecosystems LTER Data Catalog (data set GEL-GCED-1802; /data/GEL-GCED-1802)",,,,,,,,
,,,,,,,,,
"Sample_Date","Plot","Treatment","Moved_From","Replicate","Arm","Pin_Number","Elevation","Flag_Elevation"
2018-06-18,"C1","Fr","PR1",1,6,1,296,""
2018-06-18,"C1","Fr","PR1",1,6,2,292,""
2018-06-18,"C1","Fr","PR1",1,6,3,293,""
2018-06-18,"C1","Fr","PR1",1,6,4,294,""
2018-06-18,"C1","Fr","PR1",1,6,5,295,""
2018-06-18,"C1","Fr","PR1",1,6,6,292,""
2018-06-18,"C1","Fr","PR1",1,6,7,301,""
2018-06-18,"C1","Fr","PR1",1,6,8,,""
2018-06-18,"C1","Fr","PR1",1,6,9,295,""
2018-06-18,"C1","Fr","PR1",1,7,1,300,""
2018-06-18,"C1","Fr","PR1",1,7,2,290,""
2018-06-18,"C1","Fr","PR1",1,7,3,294,""
2018-06-18,"C1","Fr","PR1",1,7,4,301,""
2018-06-18,"C1","Fr","PR1",1,7,5,293,""
2018-06-18,"C1","Fr","PR1",1,7,6,291,""
2018-06-18,"C1","Fr","PR1",1,7,7,288,""
2018-06-18,"C1","Fr","PR1",1,7,8,296,""
2018-06-18,"C1","Fr","PR1",1,7,9,294,""
2018-06-18,"C1","Fr","PR1",1,8,1,,""
2018-06-18,"C1","Fr","PR1",1,8,2,296,""
2018-06-18,"C1","Fr","PR1",1,8,3,300,""
2018-06-18,"C1","Fr","PR1",1,8,4,306,""
2018-06-18,"C1","Fr","PR1",1,8,5,305,""
2018-06-18,"C1","Fr","PR1",1,8,6,306,""
2018-06-18,"C1","Fr","PR1",1,8,7,304,""
2018-06-18,"C1","Fr","PR1",1,8,8,309,""
2018-06-18,"C1","Fr","PR1",1,8,9,304,""
2018-06-18,"B2","PR","CS2",1,5,1,,""
2018-06-18,"B2","PR","CS2",1,5,2,,""
2018-06-18,"B2","PR","CS2",1,5,3,217,""
2018-06-18,"B2","PR","CS2",1,5,4,217,""
2018-06-18,"B2","PR","CS2",1,5,5,224,""
2018-06-18,"B2","PR","CS2",1,5,6,223,""
2018-06-18,"B2","PR","CS2",1,5,7,217,""
2018-06-18,"B2","PR","CS2",1,5,8,223,""
2018-06-18,"B2","PR","CS2",1,5,9,212,""
2018-06-18,"B2","PR","CS2",1,6,1,232,""
2018-06-18,"B2","PR","CS2",1,6,2,231,""
2018-06-18,"B2","PR","CS2",1,6,3,233,""
2018-06-18,"B2","PR","CS2",1,6,4,231,""
2018-06-18,"B2","PR","CS2",1,6,5,232,""
2018-06-18,"B2","PR","CS2",1,6,6,,""
2018-06-18,"B2","PR","CS2",1,6,7,230,""
2018-06-18,"B2","PR","CS2",1,6,8,233,""
2018-06-18,"B2","PR","CS2",1,6,9,233,""
2018-06-18,"B2","PR","CS2",1,7,1,227,""
2018-06-18,"B2","PR","CS2",1,7,2,222,""
2018-06-18,"B2","PR","CS2",1,7,3,231,""
2018-06-18,"B2","PR","CS2",1,7,4,221,""
2018-06-18,"B2","PR","CS2",1,7,5,,""
2018-06-18,"B2","PR","CS2",1,7,6,,""
2018-06-18,"B2","PR","CS2",1,7,7,,""
2018-06-18,"B2","PR","CS2",1,7,8,221,""
2018-06-18,"B2","PR","CS2",1,7,9,227,""
2018-06-18,"C4","PR","",4,1,1,,""
2018-06-18,"C4","PR","",4,1,2,,""
2018-06-18,"C4","PR","",4,1,3,,""
2018-06-18,"C4","PR","",4,1,4,,""
2018-06-18,"C4","PR","",4,1,5,,""
2018-06-18,"C4","PR","",4,1,6,215,""
2018-06-18,"C4","PR","",4,1,7,218,""
2018-06-18,"C4","PR","",4,1,8,217,""
2018-06-18,"C4","PR","",4,1,9,228,""
2018-06-18,"C4","PR","",4,7,1,225,""
2018-06-18,"C4","PR","",4,7,2,218,""
2018-06-18,"C4","PR","",4,7,3,215,""
2018-06-18,"C4","PR","",4,7,4,217,""
2018-06-18,"C4","PR","",4,7,5,215,""
2018-06-18,"C4","PR","",4,7,6,213,""
2018-06-18,"C4","PR","",4,7,7,207,""
2018-06-18,"C4","PR","",4,7,8,209,""
2018-06-18,"C4","PR","",4,7,9,211,""
2018-06-18,"C4","PR","",4,8,1,216,""
2018-06-18,"C4","PR","",4,8,2,219,""
2018-06-18,"C4","PR","",4,8,3,216,""
2018-06-18,"C4","PR","",4,8,4,210,""
2018-06-18,"C4","PR","",4,8,5,210,""
2018-06-18,"C4","PR","",4,8,6,208,""
2018-06-18,"C4","PR","",4,8,7,204,""
2018-06-18,"C4","PR","",4,8,8,220,""
2018-06-18,"C4","PR","",4,8,9,218,""
2018-06-18,"C6","PR","",6,4,1,223,""
2018-06-18,"C6","PR","",6,4,2,214,""
2018-06-18,"C6","PR","",6,4,3,222,""
2018-06-18,"C6","PR","",6,4,4,228,""
2018-06-18,"C6","PR","",6,4,5,232,""
2018-06-18,"C6","PR","",6,4,6,232,""
2018-06-18,"C6","PR","",6,4,7,229,""
2018-06-18,"C6","PR","",6,4,8,230,""
2018-06-18,"C6","PR","",6,4,9,,""
2018-06-18,"C6","PR","",6,5,1,230,""
2018-06-18,"C6","PR","",6,5,2,229,""
2018-06-18,"C6","PR","",6,5,3,228,""
2018-06-18,"C6","PR","",6,5,4,233,""
2018-06-18,"C6","PR","",6,5,5,228,""
2018-06-18,"C6","PR","",6,5,6,223,""
2018-06-18,"C6","PR","",6,5,7,233,""
2018-06-18,"C6","PR","",6,5,8,231,""
2018-06-18,"C6","PR","",6,5,9,229,""
2018-06-18,"C6","PR","",6,6,1,,""
2018-06-18,"C6","PR","",6,6,2,,""
2018-06-18,"C6","PR","",6,6,3,,""
2018-06-18,"C6","PR","",6,6,4,,""
2018-06-18,"C6","PR","",6,6,5,,""
2018-06-18,"C6","PR","",6,6,6,208,""
2018-06-18,"C6","PR","",6,6,7,211,""
2018-06-18,"C6","PR","",6,6,8,207,""
2018-06-18,"C6","PR","",6,6,9,218,""
2018-06-18,"D5","Pu","",5,1,1,,""
2018-06-18,"D5","Pu","",5,1,2,,""
2018-06-18,"D5","Pu","",5,1,3,255,""
2018-06-18,"D5","Pu","",5,1,4,252,""
2018-06-18,"D5","Pu","",5,1,5,265,""
2018-06-18,"D5","Pu","",5,1,6,257,""
2018-06-18,"D5","Pu","",5,1,7,257,""
2018-06-18,"D5","Pu","",5,1,8,251,""
2018-06-18,"D5","Pu","",5,1,9,259,""
2018-06-18,"D5","Pu","",5,7,1,,""
2018-06-18,"D5","Pu","",5,7,2,232,""
2018-06-18,"D5","Pu","",5,7,3,237,""
2018-06-18,"D5","Pu","",5,7,4,241,""
2018-06-18,"D5","Pu","",5,7,5,238,""
2018-06-18,"D5","Pu","",5,7,6,,""
2018-06-18,"D5","Pu","",5,7,7,258,""
2018-06-18,"D5","Pu","",5,7,8,267,""
2018-06-18,"D5","Pu","",5,7,9,268,""
2018-06-18,"D5","Pu","",5,8,1,285,""
2018-06-18,"D5","Pu","",5,8,2,276,""
2018-06-18,"D5","Pu","",5,8,3,285,""
2018-06-18,"D5","Pu","",5,8,4,273,""
2018-06-18,"D5","Pu","",5,8,5,272,""
2018-06-18,"D5","Pu","",5,8,6,275,""
2018-06-18,"D5","Pu","",5,8,7,277,""
2018-06-18,"D5","Pu","",5,8,8,,""
2018-06-18,"D5","Pu","",5,8,9,277,""
2018-12-18,"X2","C","",2,1,1,231,""
2018-12-18,"X2","C","",2,1,2,232,""
2018-12-18,"X2","C","",2,1,3,248,""
2018-12-18,"X2","C","",2,1,4,234,""
2018-12-18,"X2","C","",2,1,5,240,""
2018-12-18,"X2","C","",2,1,6,240,""
2018-12-18,"X2","C","",2,1,7,240,""
2018-12-18,"X2","C","",2,1,8,239,""
2018-12-18,"X2","C","",2,1,9,238,""
2018-12-18,"X2","C","",2,2,1,235,""
2018-12-18,"X2","C","",2,2,2,231,""
2018-12-18,"X2","C","",2,2,3,225,""
2018-12-18,"X2","C","",2,2,4,227,""
2018-12-18,"X2","C","",2,2,5,228,""
2018-12-18,"X2","C","",2,2,6,226,""
2018-12-18,"X2","C","",2,2,7,225,""
2018-12-18,"X2","C","",2,2,8,227,""
2018-12-18,"X2","C","",2,2,9,221,""
2018-12-18,"X2","C","",2,8,1,242,""
2018-12-18,"X2","C","",2,8,2,242,""
2018-12-18,"X2","C","",2,8,3,234,""
2018-12-18,"X2","C","",2,8,4,,""
2018-12-18,"X2","C","",2,8,5,246,""
2018-12-18,"X2","C","",2,8,6,244,""
2018-12-18,"X2","C","",2,8,7,250,""
2018-12-18,"X2","C","",2,8,8,251,""
2018-12-18,"X2","C","",2,8,9,243,""
2018-12-18,"X3","C","",3,1,1,297,""
2018-12-18,"X3","C","",3,1,2,,""
2018-12-18,"X3","C","",3,1,3,314,""
2018-12-18,"X3","C","",3,1,4,310,""
2018-12-18,"X3","C","",3,1,5,308,""
2018-12-18,"X3","C","",3,1,6,306,""
2018-12-18,"X3","C","",3,1,7,310,""
2018-12-18,"X3","C","",3,1,8,297,""
2018-12-18,"X3","C","",3,1,9,302,""
2018-12-18,"X3","C","",3,2,1,287,""
2018-12-18,"X3","C","",3,2,2,290,""
2018-12-18,"X3","C","",3,2,3,285,""
2018-12-18,"X3","C","",3,2,4,283,""
2018-12-18,"X3","C","",3,2,5,280,""
2018-12-18,"X3","C","",3,2,6,279,""
2018-12-18,"X3","C","",3,2,7,281,""
2018-12-18,"X3","C","",3,2,8,281,""
2018-12-18,"X3","C","",3,2,9,278,""
2018-12-18,"X3","C","",3,3,1,275,""
2018-12-18,"X3","C","",3,3,2,275,""
2018-12-18,"X3","C","",3,3,3,270,""
2018-12-18,"X3","C","",3,3,4,280,""
2018-12-18,"X3","C","",3,3,5,278,""
2018-12-18,"X3","C","",3,3,6,280,""
2018-12-18,"X3","C","",3,3,7,279,""
2018-12-18,"X3","C","",3,3,8,275,""
2018-12-18,"X3","C","",3,3,9,272,""
2018-12-18,"X4","C","",4,1,1,275,""
2018-12-18,"X4","C","",4,1,2,272,""
2018-12-18,"X4","C","",4,1,3,270,""
2018-12-18,"X4","C","",4,1,4,,""
2018-12-18,"X4","C","",4,1,5,,""
2018-12-18,"X4","C","",4,1,6,265,""
2018-12-18,"X4","C","",4,1,7,270,""
2018-12-18,"X4","C","",4,1,8,262,""
2018-12-18,"X4","C","",4,1,9,265,""
2018-12-18,"X4","C","",4,2,1,272,""
2018-12-18,"X4","C","",4,2,2,275,""
2018-12-18,"X4","C","",4,2,3,,""
2018-12-18,"X4","C","",4,2,4,280,""
2018-12-18,"X4","C","",4,2,5,275,""
2018-12-18,"X4","C","",4,2,6,280,""
2018-12-18,"X4","C","",4,2,7,279,""
2018-12-18,"X4","C","",4,2,8,278,""
2018-12-18,"X4","C","",4,2,9,282,""
2018-12-18,"X4","C","",4,3,1,,""
2018-12-18,"X4","C","",4,3,2,,""
2018-12-18,"X4","C","",4,3,3,278,""
2018-12-18,"X4","C","",4,3,4,282,""
2018-12-18,"X4","C","",4,3,5,285,""
2018-12-18,"X4","C","",4,3,6,288,""
2018-12-18,"X4","C","",4,3,7,284,""
2018-12-18,"X4","C","",4,3,8,284,""
2018-12-18,"X4","C","",4,3,9,,""
2018-12-18,"X6","C","",6,5,1,,""
2018-12-18,"X6","C","",6,5,2,274,""
2018-12-18,"X6","C","",6,5,3,267,""
2018-12-18,"X6","C","",6,5,4,268,""
2018-12-18,"X6","C","",6,5,5,,""
2018-12-18,"X6","C","",6,5,6,266,""
2018-12-18,"X6","C","",6,5,7,,""
2018-12-18,"X6","C","",6,5,8,265,""
2018-12-18,"X6","C","",6,5,9,259,""
2018-12-18,"X6","C","",6,6,1,269,""
2018-12-18,"X6","C","",6,6,2,266,""
2018-12-18,"X6","C","",6,6,3,,""
2018-12-18,"X6","C","",6,6,4,270,""
2018-12-18,"X6","C","",6,6,5,272,""
2018-12-18,"X6","C","",6,6,6,272,""
2018-12-18,"X6","C","",6,6,7,271,""
2018-12-18,"X6","C","",6,6,8,270,""
2018-12-18,"X6","C","",6,6,9,271,""
2018-12-18,"X6","C","",6,7,1,,""
2018-12-18,"X6","C","",6,7,2,,""
2018-12-18,"X6","C","",6,7,3,265,""
2018-12-18,"X6","C","",6,7,4,271,""
2018-12-18,"X6","C","",6,7,5,,""
2018-12-18,"X6","C","",6,7,6,267,""
2018-12-18,"X6","C","",6,7,7,268,""
2018-12-18,"X6","C","",6,7,8,264,""
2018-12-18,"X6","C","",6,7,9,267,""
2018-12-18,"B1","CS","",1,1,1,343,""
2018-12-18,"B1","CS","",1,1,2,344,""
2018-12-18,"B1","CS","",1,1,3,343,""
2018-12-18,"B1","CS","",1,1,4,341,""
2018-12-18,"B1","CS","",1,1,5,341,""
2018-12-18,"B1","CS","",1,1,6,337,""
2018-12-18,"B1","CS","",1,1,7,340,""
2018-12-18,"B1","CS","",1,1,8,339,""
2018-12-18,"B1","CS","",1,1,9,335,""
2018-12-18,"B1","CS","",1,2,1,352,""
2018-12-18,"B1","CS","",1,2,2,348,""
2018-12-18,"B1","CS","",1,2,3,353,""
2018-12-18,"B1","CS","",1,2,4,349,""
2018-12-18,"B1","CS","",1,2,5,353,""
2018-12-18,"B1","CS","",1,2,6,356,""
2018-12-18,"B1","CS","",1,2,7,,""
2018-12-18,"B1","CS","",1,2,8,360,""
2018-12-18,"B1","CS","",1,2,9,358,""
2018-12-18,"B1","CS","",1,3,1,,""
2018-12-18,"B1","CS","",1,3,2,,""
2018-12-18,"B1","CS","",1,3,3,,""
2018-12-18,"B1","CS","",1,3,4,,""
2018-12-18,"B1","CS","",1,3,5,,""
2018-12-18,"B1","CS","",1,3,6,,""
2018-12-18,"B1","CS","",1,3,7,,""
2018-12-18,"B1","CS","",1,3,8,,""
2018-12-18,"B1","CS","",1,3,9,,""
2018-12-18,"B5","CS","",5,3,1,,""
2018-12-18,"B5","CS","",5,3,2,,""
2018-12-18,"B5","CS","",5,3,3,305,""
2018-12-18,"B5","CS","",5,3,4,303,""
2018-12-18,"B5","CS","",5,3,5,,""
2018-12-18,"B5","CS","",5,3,6,310,""
2018-12-18,"B5","CS","",5,3,7,305,""
2018-12-18,"B5","CS","",5,3,8,307,""
2018-12-18,"B5","CS","",5,3,9,,""
2018-12-18,"B5","CS","",5,4,1,304,""
2018-12-18,"B5","CS","",5,4,2,305,""
2018-12-18,"B5","CS","",5,4,3,306,""
2018-12-18,"B5","CS","",5,4,4,307,""
2018-12-18,"B5","CS","",5,4,5,308,""
2018-12-18,"B5","CS","",5,4,6,304,""
2018-12-18,"B5","CS","",5,4,7,305,""
2018-12-18,"B5","CS","",5,4,8,300,""
2018-12-18,"B5","CS","",5,4,9,,""
2018-12-18,"B5","CS","",5,5,1,303,""
2018-12-18,"B5","CS","",5,5,2,306,""
2018-12-18,"B5","CS","",5,5,3,307,""
2018-12-18,"B5","CS","",5,5,4,312,""
2018-12-18,"B5","CS","",5,5,5,307,""
2018-12-18,"B5","CS","",5,5,6,308,""
2018-12-18,"B5","CS","",5,5,7,316,""
2018-12-18,"B5","CS","",5,5,8,317,""
2018-12-18,"B5","CS","",5,5,9,315,""
2018-12-18,"C2","CS","PR2",3,4,1,280,""
2018-12-18,"C2","CS","PR2",3,4,2,285,""
2018-12-18,"C2","CS","PR2",3,4,3,273,""
2018-12-18,"C2","CS","PR2",3,4,4,281,""
2018-12-18,"C2","CS","PR2",3,4,5,284,""
2018-12-18,"C2","CS","PR2",3,4,6,286,""
2018-12-18,"C2","CS","PR2",3,4,7,288,""
2018-12-18,"C2","CS","PR2",3,4,8,280,""
2018-12-18,"C2","CS","PR2",3,4,9,283,""
2018-12-18,"C2","CS","PR2",3,5,1,278,""
2018-12-18,"C2","CS","PR2",3,5,2,276,""
2018-12-18,"C2","CS","PR2",3,5,3,279,""
2018-12-18,"C2","CS","PR2",3,5,4,276,""
2018-12-18,"C2","CS","PR2",3,5,5,269,""
2018-12-18,"C2","CS","PR2",3,5,6,278,""
2018-12-18,"C2","CS","PR2",3,5,7,279,""
2018-12-18,"C2","CS","PR2",3,5,8,277,""
2018-12-18,"C2","CS","PR2",3,5,9,271,""
2018-12-18,"C2","CS","PR2",3,6,1,250,""
2018-12-18,"C2","CS","PR2",3,6,2,,""
2018-12-18,"C2","CS","PR2",3,6,3,246,""
2018-12-18,"C2","CS","PR2",3,6,4,245,""
2018-12-18,"C2","CS","PR2",3,6,5,,""
2018-12-18,"C2","CS","PR2",3,6,6,,""
2018-12-18,"C2","CS","PR2",3,6,7,267,""
2018-12-18,"C2","CS","PR2",3,6,8,268,""
2018-12-18,"C2","CS","PR2",3,6,9,268,""
2018-12-18,"A2","Fr","",2,1,1,276,""
2018-12-18,"A2","Fr","",2,1,2,275,""
2018-12-18,"A2","Fr","",2,1,3,278,""
2018-12-18,"A2","Fr","",2,1,4,280,""
2018-12-18,"A2","Fr","",2,1,5,282,""
2018-12-18,"A2","Fr","",2,1,6,288,""
2018-12-18,"A2","Fr","",2,1,7,284,""
2018-12-18,"A2","Fr","",2,1,8,278,""
2018-12-18,"A2","Fr","",2,1,9,283,""
2018-12-18,"A2","Fr","",2,7,1,285,""
2018-12-18,"A2","Fr","",2,7,2,282,""
2018-12-18,"A2","Fr","",2,7,3,278,""
2018-12-18,"A2","Fr","",2,7,4,279,""
2018-12-18,"A2","Fr","",2,7,5,,""
2018-12-18,"A2","Fr","",2,7,6,289,""
2018-12-18,"A2","Fr","",2,7,7,287,""
2018-12-18,"A2","Fr","",2,7,8,291,""
2018-12-18,"A2","Fr","",2,7,9,283,""
2018-12-18,"A2","Fr","",2,8,1,281,""
2018-12-18,"A2","Fr","",2,8,2,282,""
2018-12-18,"A2","Fr","",2,8,3,287,""
2018-12-18,"A2","Fr","",2,8,4,290,""
2018-12-18,"A2","Fr","",2,8,5,282,""
2018-12-18,"A2","Fr","",2,8,6,279,""
2018-12-18,"A2","Fr","",2,8,7,281,""
2018-12-18,"A2","Fr","",2,8,8,,""
2018-12-18,"A2","Fr","",2,8,9,281,""
2018-12-18,"A3","Fr","",3,1,1,332,""
2018-12-18,"A3","Fr","",3,1,2,,""
2018-12-18,"A3","Fr","",3,1,3,338,""
2018-12-18,"A3","Fr","",3,1,4,333,""
2018-12-18,"A3","Fr","",3,1,5,335,""
2018-12-18,"A3","Fr","",3,1,6,335,""
2018-12-18,"A3","Fr","",3,1,7,335,""
2018-12-18,"A3","Fr","",3,1,8,332,""
2018-12-18,"A3","Fr","",3,1,9,335,""
2018-12-18,"A3","Fr","",3,7,1,,""
2018-12-18,"A3","Fr","",3,7,2,288,""
2018-12-18,"A3","Fr","",3,7,3,,""
2018-12-18,"A3","Fr","",3,7,4,289,""
2018-12-18,"A3","Fr","",3,7,5,292,""
2018-12-18,"A3","Fr","",3,7,6,292,""
2018-12-18,"A3","Fr","",3,7,7,298,""
2018-12-18,"A3","Fr","",3,7,8,298,""
2018-12-18,"A3","Fr","",3,7,9,,""
2018-12-18,"A3","Fr","",3,8,1,331,""
2018-12-18,"A3","Fr","",3,8,2,336,""
2018-12-18,"A3","Fr","",3,8,3,341,""
2018-12-18,"A3","Fr","",3,8,4,,""
2018-12-18,"A3","Fr","",3,8,5,337,""
2018-12-18,"A3","Fr","",3,8,6,337,""
2018-12-18,"A3","Fr","",3,8,7,336,""
2018-12-18,"A3","Fr","",3,8,8,338,""
2018-12-18,"A3","Fr","",3,8,9,339,""
2018-12-18,"A5","Fr","",5,5,1,,""
2018-12-18,"A5","Fr","",5,5,2,,""
2018-12-18,"A5","Fr","",5,5,3,315,""
2018-12-18,"A5","Fr","",5,5,4,315,""
2018-12-18,"A5","Fr","",5,5,5,317,""
2018-12-18,"A5","Fr","",5,5,6,317,""
2018-12-18,"A5","Fr","",5,5,7,307,""
2018-12-18,"A5","Fr","",5,5,8,317,""
2018-12-18,"A5","Fr","",5,5,9,320,""
2018-12-18,"A5","Fr","",5,6,1,320,""
2018-12-18,"A5","Fr","",5,6,2,318,""
2018-12-18,"A5","Fr","",5,6,3,326,""
2018-12-18,"A5","Fr","",5,6,4,321,""
2018-12-18,"A5","Fr","",5,6,5,,""
2018-12-18,"A5","Fr","",5,6,6,323,""
2018-12-18,"A5","Fr","",5,6,7,327,""
2018-12-18,"A5","Fr","",5,6,8,324,""
2018-12-18,"A5","Fr","",5,6,9,322,""
2018-12-18,"A5","Fr","",5,7,1,317,""
2018-12-18,"A5","Fr","",5,7,2,319,""
2018-12-18,"A5","Fr","",5,7,3,320,""
2018-12-18,"A5","Fr","",5,7,4,325,""
2018-12-18,"A5","Fr","",5,7,5,,""
2018-12-18,"A5","Fr","",5,7,6,321,""
2018-12-18,"A5","Fr","",5,7,7,323,""
2018-12-18,"A5","Fr","",5,7,8,323,""
2018-12-18,"A5","Fr","",5,7,9,316,""
2018-12-18,"A6","Fr","",6,3,1,,""
2018-12-18,"A6","Fr","",6,3,2,,""
2018-12-18,"A6","Fr","",6,3,3,328,""
2018-12-18,"A6","Fr","",6,3,4,322,""
2018-12-18,"A6","Fr","",6,3,5,327,""
2018-12-18,"A6","Fr","",6,3,6,330,""
2018-12-18,"A6","Fr","",6,3,7,325,""
2018-12-18,"A6","Fr","",6,3,8,325,""
2018-12-18,"A6","Fr","",6,3,9,324,""
2018-12-18,"A6","Fr","",6,4,1,328,""
2018-12-18,"A6","Fr","",6,4,2,325,""
2018-12-18,"A6","Fr","",6,4,3,327,""
2018-12-18,"A6","Fr","",6,4,4,322,""
2018-12-18,"A6","Fr","",6,4,5,321,""
2018-12-18,"A6","Fr","",6,4,6,325,""
2018-12-18,"A6","Fr","",6,4,7,331,""
2018-12-18,"A6","Fr","",6,4,8,330,""
2018-12-18,"A6","Fr","",6,4,9,,""
2018-12-18,"A6","Fr","",6,5,1,317,""
2018-12-18,"A6","Fr","",6,5,2,323,""
2018-12-18,"A6","Fr","",6,5,3,317,""
2018-12-18,"A6","Fr","",6,5,4,312,""
2018-12-18,"A6","Fr","",6,5,5,316,""
2018-12-18,"A6","Fr","",6,5,6,321,""
2018-12-18,"A6","Fr","",6,5,7,320,""
2018-12-18,"A6","Fr","",6,5,8,318,""
2018-12-18,"A6","Fr","",6,5,9,322,""
2018-12-18,"C1","Fr","PR1",1,6,1,298,""
2018-12-18,"C1","Fr","PR1",1,6,2,,""
2018-12-18,"C1","Fr","PR1",1,6,3,298,""
2018-12-18,"C1","Fr","PR1",1,6,4,300,""
2018-12-18,"C1","Fr","PR1",1,6,5,301,""
2018-12-18,"C1","Fr","PR1",1,6,6,300,""
2018-12-18,"C1","Fr","PR1",1,6,7,292,""
2018-12-18,"C1","Fr","PR1",1,6,8,305,""
2018-12-18,"C1","Fr","PR1",1,6,9,297,""
2018-12-18,"C1","Fr","PR1",1,7,1,297,""
2018-12-18,"C1","Fr","PR1",1,7,2,288,""
2018-12-18,"C1","Fr","PR1",1,7,3,301,""
2018-12-18,"C1","Fr","PR1",1,7,4,297,""
2018-12-18,"C1","Fr","PR1",1,7,5,292,""
2018-12-18,"C1","Fr","PR1",1,7,6,305,""
2018-12-18,"C1","Fr","PR1",1,7,7,300,""
2018-12-18,"C1","Fr","PR1",1,7,8,297,""
2018-12-18,"C1","Fr","PR1",1,7,9,297,""
2018-12-18,"C1","Fr","PR1",1,8,1,,""
2018-12-18,"C1","Fr","PR1",1,8,2,311,""
2018-12-18,"C1","Fr","PR1",1,8,3,301,""
2018-12-18,"C1","Fr","PR1",1,8,4,305,""
2018-12-18,"C1","Fr","PR1",1,8,5,311,""
2018-12-18,"C1","Fr","PR1",1,8,6,312,""
2018-12-18,"C1","Fr","PR1",1,8,7,,""
2018-12-18,"C1","Fr","PR1",1,8,8,312,""
2018-12-18,"C1","Fr","PR1",1,8,9,314,""
2018-12-18,"B2","PR","CS2",1,5,1,,""
2018-12-18,"B2","PR","CS2",1,5,2,211,""
2018-12-18,"B2","PR","CS2",1,5,3,212,""
2018-12-18,"B2","PR","CS2",1,5,4,213,""
2018-12-18,"B2","PR","CS2",1,5,5,211,""
2018-12-18,"B2","PR","CS2",1,5,6,206,""
2018-12-18,"B2","PR","CS2",1,5,7,212,""
2018-12-18,"B2","PR","CS2",1,5,8,219,""
2018-12-18,"B2","PR","CS2",1,5,9,,""
2018-12-18,"B2","PR","CS2",1,6,1,221,""
2018-12-18,"B2","PR","CS2",1,6,2,220,""
2018-12-18,"B2","PR","CS2",1,6,3,219,""
2018-12-18,"B2","PR","CS2",1,6,4,215,""
2018-12-18,"B2","PR","CS2",1,6,5,221,""
2018-12-18,"B2","PR","CS2",1,6,6,223,""
2018-12-18,"B2","PR","CS2",1,6,7,,""
2018-12-18,"B2","PR","CS2",1,6,8,221,""
2018-12-18,"B2","PR","CS2",1,6,9,217,""
2018-12-18,"B2","PR","CS2",1,7,1,222,""
2018-12-18,"B2","PR","CS2",1,7,2,216,""
2018-12-18,"B2","PR","CS2",1,7,3,214,""
2018-12-18,"B2","PR","CS2",1,7,4,218,""
2018-12-18,"B2","PR","CS2",1,7,5,,""
2018-12-18,"B2","PR","CS2",1,7,6,,""
2018-12-18,"B2","PR","CS2",1,7,7,226,""
2018-12-18,"B2","PR","CS2",1,7,8,222,""
2018-12-18,"B2","PR","CS2",1,7,9,217,""
2018-12-18,"C4","PR","",4,1,1,229,""
2018-12-18,"C4","PR","",4,1,2,225,""
2018-12-18,"C4","PR","",4,1,3,225,""
2018-12-18,"C4","PR","",4,1,4,225,""
2018-12-18,"C4","PR","",4,1,5,226,""
2018-12-18,"C4","PR","",4,1,6,221,""
2018-12-18,"C4","PR","",4,1,7,220,""
2018-12-18,"C4","PR","",4,1,8,216,""
2018-12-18,"C4","PR","",4,1,9,217,""
2018-12-18,"C4","PR","",4,7,1,227,""
2018-12-18,"C4","PR","",4,7,2,222,""
2018-12-18,"C4","PR","",4,7,3,224,""
2018-12-18,"C4","PR","",4,7,4,222,""
2018-12-18,"C4","PR","",4,7,5,223,""
2018-12-18,"C4","PR","",4,7,6,224,""
2018-12-18,"C4","PR","",4,7,7,225,""
2018-12-18,"C4","PR","",4,7,8,223,""
2018-12-18,"C4","PR","",4,7,9,228,""
2018-12-18,"C4","PR","",4,8,1,223,""
2018-12-18,"C4","PR","",4,8,2,222,""
2018-12-18,"C4","PR","",4,8,3,222,""
2018-12-18,"C4","PR","",4,8,4,218,""
2018-12-18,"C4","PR","",4,8,5,223,""
2018-12-18,"C4","PR","",4,8,6,231,""
2018-12-18,"C4","PR","",4,8,7,229,""
2018-12-18,"C4","PR","",4,8,8,222,""
2018-12-18,"C4","PR","",4,8,9,223,""
2018-12-18,"C6","PR","",6,4,1,227,""
2018-12-18,"C6","PR","",6,4,2,228,""
2018-12-18,"C6","PR","",6,4,3,230,""
2018-12-18,"C6","PR","",6,4,4,227,""
2018-12-18,"C6","PR","",6,4,5,229,""
2018-12-18,"C6","PR","",6,4,6,230,""
2018-12-18,"C6","PR","",6,4,7,227,""
2018-12-18,"C6","PR","",6,4,8,227,""
2018-12-18,"C6","PR","",6,4,9,239,""
2018-12-18,"C6","PR","",6,5,1,230,""
2018-12-18,"C6","PR","",6,5,2,229,""
2018-12-18,"C6","PR","",6,5,3,227,""
2018-12-18,"C6","PR","",6,5,4,223,""
2018-12-18,"C6","PR","",6,5,5,226,""
2018-12-18,"C6","PR","",6,5,6,227,""
2018-12-18,"C6","PR","",6,5,7,230,""
2018-12-18,"C6","PR","",6,5,8,222,""
2018-12-18,"C6","PR","",6,5,9,,""
2018-12-18,"C6","PR","",6,6,1,,""
2018-12-18,"C6","PR","",6,6,2,,""
2018-12-18,"C6","PR","",6,6,3,,""
2018-12-18,"C6","PR","",6,6,4,,""
